#chr	start	end	gene_id	strand	gene_name
chr4	138164096	138242348	ENSG00000151012	-	SLC7A11
chr4	140620781	140756384	ENSG00000109436	-	TBC1D9
chr4	140859806	141212876	ENSG00000170153	-	RNF150
chr4	142023159	142847431	ENSG00000109452	-	INPP4B
chr4	143184916	143223873	ENSG00000170185	+	USP38
chr4	143336761	143474567	ENSG00000109458	+	GAB1
chr4	145599041	145660032	ENSG00000151611	+	MMAA
chr4	146706616	146945881	ENSG00000137473	-	TTC29
chr4	147637784	147684162	ENSG00000164169	-	PRMT9
chr4	147732087	148072775	ENSG00000071205	+	ARHGAP10
chr4	150078444	150257437	ENSG00000170390	+	DCLK2
chr4	150264434	151015726	ENSG00000198589	-	LRBA
chr4	151102750	151325604	ENSG00000109686	-	SH3D19
chr4	151409175	151670502	ENSG00000164142	+	FAM160A1
chr4	153152434	153415080	ENSG00000288637	+	AC013477.1
chr4	153710159	153760023	ENSG00000145428	-	RNF175
chr4	153780590	153789082	ENSG00000145423	-	SFRP2
chr4	155758991	155807810	ENSG00000061918	+	GUCY1B1
chr4	155854737	155920405	ENSG00000151790	+	TDO2
chr4	155921579	155953911	ENSG00000256043	-	CTSO
chr4	156760453	156971798	ENSG00000145431	-	PDGFC
chr4	157076124	157172089	ENSG00000109738	+	GLRB
chr4	158124473	158173317	ENSG00000164125	-	GASK1B
chr4	158201603	158255415	ENSG00000164124	+	TMEM144
chr4	158769025	158908049	ENSG00000052795	+	FNIP2
chr4	159103012	159360173	ENSG00000109756	+	RAPGEF2
chr4	165327666	165343163	ENSG00000052802	+	MSMO1
chr4	166733383	167234795	ENSG00000196104	-	SPOCK3
chr4	168216290	168318882	ENSG00000137628	-	DDX60
chr4	168356734	168537785	ENSG00000181381	-	DDX60L
chr4	168497051	168928456	ENSG00000129116	+	PALLD
chr4	168863769	169010274	ENSG00000145439	-	CBR4
chr4	169392808	169612626	ENSG00000137601	-	NEK1
chr4	170060221	170091698	ENSG00000109576	-	AADAT
chr4	171812253	173041558	ENSG00000174473	+	GALNTL6
chr4	173168810	173323966	ENSG00000109586	+	GALNT7
chr4	176065840	176182817	ENSG00000150627	+	WDR17
chr4	176213672	176277570	ENSG00000164122	-	ASB5
chr4	176319965	176332244	ENSG00000129128	+	SPCS3
chr4	182143986	182803023	ENSG00000218336	+	TENM3
chr4	183099256	183320776	ENSG00000151718	+	WWC2
chr4	183639634	183659202	ENSG00000182552	-	RWDD4
chr4	184088705	184221229	ENSG00000164303	-	ENPP6
chr4	184387728	184474549	ENSG00000168310	-	IRF2
chr4	184649666	184694962	ENSG00000164306	+	PRIMPOL
chr4	184755594	184826817	ENSG00000151726	-	ACSL1
chr4	185204236	185370184	ENSG00000109762	+	SNX25
chr4	185363871	185395923	ENSG00000109771	-	LRP2BP
chr4	185396020	185400240	ENSG00000186352	+	ANKRD37
chr4	185399536	185425978	ENSG00000109775	-	UFSP2
chr4	185445181	185471751	ENSG00000168491	-	CCDC110
chr4	185500659	185535506	ENSG00000154553	-	PDLIM3
chr4	185585443	185956651	ENSG00000154556	-	SORBS2
chr4	186069154	186088072	ENSG00000164342	+	TLR3
chr4	186104418	186172666	ENSG00000109794	+	FAM149A
chr4	186191566	186213462	ENSG00000145476	+	CYP4V2
chr4	186208978	186258470	ENSG00000164344	+	KLKB1
chr4	186587793	186726721	ENSG00000083857	-	FAT1
chr5	196867	218152	ENSG00000164366	-	CCDC127
chr5	271620	314973	ENSG00000249915	+	PDCD6
chr5	321758	438290	ENSG00000063438	+	AHRR
chr5	612339	667167	ENSG00000112877	+	CEP72
chr5	659861	693351	ENSG00000171368	-	TPPP
chr5	795605	850985	ENSG00000188818	-	ZDHHC11
chr5	863740	892800	ENSG00000028310	-	BRD9
chr5	892883	919356	ENSG00000071539	+	TRIP13
chr5	1008801	1038942	ENSG00000145506	+	NKD2
chr5	1050383	1112062	ENSG00000113504	-	SLC12A7
chr5	1317751	1345098	ENSG00000049656	-	CLPTM1L
chr5	1456479	1523961	ENSG00000153395	-	LPCAT1
chr5	5420663	5490219	ENSG00000164151	+	ICE1
chr5	6599238	6633290	ENSG00000037474	-	NSUN2
chr5	6713431	6757043	ENSG00000112941	+	TENT4A
chr5	7396137	7830080	ENSG00000078295	+	ADCY2
chr5	9035032	9546074	ENSG00000112902	-	SEMA5A
chr5	10275874	10307901	ENSG00000164237	-	CMBL
chr5	10679229	10761233	ENSG00000112977	-	DAP
chr5	10971835	11904445	ENSG00000169862	-	CTNND2
chr5	13690327	14011817	ENSG00000039139	-	DNAH5
chr5	14143341	14532127	ENSG00000038382	+	TRIO
chr5	14581791	14616179	ENSG00000145569	+	OTULINL
chr5	14664663	14699849	ENSG00000154124	+	OTULIN
chr5	14704799	14871777	ENSG00000154122	-	ANKH
chr5	15500179	15939794	ENSG00000183580	+	FBXL7
chr5	16451518	16465799	ENSG00000173545	-	ZNF622
chr5	16661906	16936287	ENSG00000145555	-	MYO10
chr5	17444009	17486828	ENSG00000249662	+	LINC02218
chr5	19471295	20575872	ENSG00000145526	-	CDH18
chr5	31532286	31555052	ENSG00000082213	+	C5orf22
chr5	31639130	32110931	ENSG00000133401	+	PDZD2
chr5	32226993	32312986	ENSG00000150712	-	MTMR12
chr5	32354349	32444739	ENSG00000056097	-	ZFR
chr5	33523534	33892018	ENSG00000151388	-	ADAMTS12
chr5	33986164	34008103	ENSG00000242110	-	AMACR
chr5	33987173	34124527	ENSG00000273294	-	C1QTNF3-AMACR
chr5	34017857	34043212	ENSG00000082196	-	C1QTNF3
chr5	34656327	34832611	ENSG00000039560	+	RAI14
chr5	34838832	34899455	ENSG00000205838	+	TTC23L
chr5	34929558	34958963	ENSG00000168724	+	DNAJC21
chr5	35617843	35814610	ENSG00000152582	+	SPEF2
chr5	36098406	36151886	ENSG00000164187	-	LMBRD2
chr5	36876768	37066412	ENSG00000164190	+	NIPBL
chr5	37106227	37249375	ENSG00000197603	-	CPLANE1
chr5	37288136	37371105	ENSG00000113569	-	NUP155
chr5	38474667	38608353	ENSG00000113594	-	LIFR
chr5	38937919	39074398	ENSG00000164327	-	RICTOR
chr5	39371674	39462299	ENSG00000153071	-	DAB2
chr5	40512332	40755962	ENSG00000113638	-	TTC33
chr5	40909496	40984642	ENSG00000112936	+	C7
chr5	41904187	41921635	ENSG00000205765	+	C5orf51
chr5	42423438	42721877	ENSG00000112964	+	GHR
chr5	43067580	43192020	ENSG00000172262	+	ZNF131
chr5	43526266	43557757	ENSG00000172239	-	PAIP1
chr5	45254947	45696497	ENSG00000164588	-	HCN1
chr5	50665898	50846518	ENSG00000151883	+	PARP8
chr5	52787915	52804043	ENSG00000152684	+	PELO
chr5	52787915	52959208	ENSG00000213949	+	ITGA1
chr5	53883941	54310581	ENSG00000185305	-	ARL15
chr5	55219563	55227314	ENSG00000234602	-	MCIDAS
chr5	55307988	55425578	ENSG00000039123	+	MTREX
chr5	55424853	55534968	ENSG00000067113	-	PLPP1
chr5	55935094	55995021	ENSG00000134352	-	IL6ST
chr5	56815548	56896151	ENSG00000095015	+	MAP3K1
chr5	56909259	56925531	ENSG00000155542	+	SETD9
chr5	56919601	56971674	ENSG00000155545	-	MIER3
chr5	57173947	57264678	ENSG00000062194	+	GPBP1
chr5	58453981	58460138	ENSG00000145632	-	PLK2
chr5	58969037	60488075	ENSG00000113448	-	PDE4D
chr5	60866453	60945072	ENSG00000049167	-	ERCC8
chr5	60945176	61154530	ENSG00000164182	+	NDUFAF2
chr5	61332257	61546171	ENSG00000130449	+	ZSWIM6
chr5	62306205	62537248	ENSG00000288643	+	AC114982.2
chr5	64768929	65018749	ENSG00000153015	+	CWC27
chr5	65589689	65625974	ENSG00000113595	-	TRIM23
chr5	65665927	65723034	ENSG00000197860	-	SGTB
chr5	65926555	66082545	ENSG00000112851	+	ERBIN
chr5	66596360	67169594	ENSG00000069020	+	MAST4
chr5	67179612	67196798	ENSG00000134061	-	CD180
chr5	68215755	68301820	ENSG00000145675	+	PIK3R1
chr5	69280174	69332808	ENSG00000183323	-	CCDC125
chr5	69350983	69370012	ENSG00000085231	-	AK6
chr5	69364742	69370012	ENSG00000273841	-	TAF9
chr5	70900668	70918529	ENSG00000172058	+	SERF1A
chr5	71455650	71567819	ENSG00000145734	+	BDP1
chr5	71587287	71658705	ENSG00000131844	+	MCCC2
chr5	72219402	72320645	ENSG00000113048	-	MRPS27
chr5	72816311	72916732	ENSG00000083312	+	TNPO1
chr5	73552189	73565638	ENSG00000164331	-	ANKRA2
chr5	74640022	74722646	ENSG00000049860	+	HEXB
chr5	74721205	74767146	ENSG00000164347	-	GFM2
chr5	74766990	74780112	ENSG00000164346	+	NSA2
chr5	74777573	74866965	ENSG00000198780	-	FAM169A
chr5	75336328	75364000	ENSG00000113161	+	HMGCR
chr5	75511755	75601143	ENSG00000122008	+	POLK
chr5	76615481	76623412	ENSG00000164220	-	F2RL2
chr5	76716125	76735769	ENSG00000181104	+	F2R
chr5	77029250	77065233	ENSG00000164252	+	AGGF1
chr5	77030901	77152154	ENSG00000285000	+	AC008581.2
chr5	77072071	77087284	ENSG00000132846	-	ZBED3
chr5	77086731	77427123	ENSG00000284762	+	AC022414.1
chr5	77210448	77428255	ENSG00000113231	+	PDE8B
chr5	77425969	77620610	ENSG00000164253	-	WDR41
chr5	77691165	77868779	ENSG00000171530	-	TBCA
chr5	78360610	78480738	ENSG00000085365	+	SCAMP1
chr5	78485214	78770020	ENSG00000145685	-	LHFPL2
chr5	78777208	78986086	ENSG00000113273	-	ARSB
chr5	79372635	79514133	ENSG00000152413	-	HOMER1
chr5	79612419	79686647	ENSG00000164329	+	TENT2
chr5	79689835	79800221	ENSG00000164309	+	CMYA5
chr5	80111650	80256047	ENSG00000164300	-	SERINC5
chr5	80626225	80654982	ENSG00000228716	-	DHFR
chr5	80654651	80876814	ENSG00000113318	+	MSH3
chr5	80960362	81230161	ENSG00000113319	+	RASGRF2
chr5	81233319	81266397	ENSG00000131730	+	CKMT2
chr5	81413020	81751796	ENSG00000145687	-	SSBP2
chr5	82273319	82278395	ENSG00000186468	-	RPS23
chr5	83940553	84384879	ENSG00000164176	-	EDIL3
chr5	86617927	86620961	ENSG00000127184	+	COX7C
chr5	87267882	87391930	ENSG00000145715	+	RASA1
chr5	90458208	90474770	ENSG00000176055	-	MBLAC2
chr5	90515610	90529583	ENSG00000176018	-	LYSMD3
chr5	90529343	91164436	ENSG00000164199	+	ADGRV1
chr5	93617724	94111698	ENSG00000113391	-	FAM172A
chr5	94152965	94618596	ENSG00000185261	-	KIAA0825
chr5	94703740	95284574	ENSG00000175471	-	MCTP1
chr5	95461754	95554976	ENSG00000198677	-	TTC37
chr5	95751318	95822725	ENSG00000173221	-	GLRX
chr5	95885097	95961850	ENSG00000118985	-	ELL2
chr5	96525266	96779594	ENSG00000153113	+	CAST
chr5	96760809	96808099	ENSG00000164307	-	ERAP1
chr5	96875985	96919702	ENSG00000164308	+	ERAP2
chr5	96935393	97037512	ENSG00000113441	+	LNPEP
chr5	98853984	98929006	ENSG00000153922	-	CHD1
chr5	100535373	100586740	ENSG00000174132	+	FAM174A
chr5	102753980	103031104	ENSG00000145730	+	PAM
chr5	103120148	103212798	ENSG00000145725	+	PPIP5K2
chr5	103548854	103562788	ENSG00000112874	-	NUDT12
chr5	107859034	108382097	ENSG00000145743	-	FBXL17
chr5	108747840	109196840	ENSG00000151422	+	FER
chr5	109334712	109409973	ENSG00000198961	-	PJA2
chr5	109689926	109869624	ENSG00000112893	+	MAN2A1
chr5	111091715	111130501	ENSG00000134987	+	WDR36
chr5	111496032	111512589	ENSG00000164211	-	STARD4
chr5	112142440	112419276	ENSG00000129595	-	EPB41L4A
chr5	112876384	112922288	ENSG00000129625	-	REEP5
chr5	113022098	113488822	ENSG00000171444	-	MCC
chr5	113513693	113595283	ENSG00000047188	+	YTHDC2
chr5	115124761	115180545	ENSG00000152503	-	TRIM36
chr5	115204011	115262876	ENSG00000164219	-	PGGT1B
chr5	115267189	115296692	ENSG00000164221	-	CCDC112
chr5	115841591	115914080	ENSG00000177879	+	AP3S1
chr5	116443554	116574822	ENSG00000092421	-	SEMA6A
chr5	118836073	118988546	ENSG00000169570	-	DTWD2
chr5	119037771	119249137	ENSG00000172869	+	DMXL1
chr5	119268691	119399687	ENSG00000145779	+	TNFAIP8
chr5	119452496	119585012	ENSG00000133835	+	HSD17B4
chr5	122311353	122464218	ENSG00000064692	+	SNCAIP
chr5	123023249	123036724	ENSG00000168938	-	PPIC
chr5	123344891	123423591	ENSG00000168944	-	CEP120
chr5	123512098	123617044	ENSG00000151292	+	CSNK1G3
chr5	124636912	124748806	ENSG00000168916	-	ZNF608
chr5	126360131	126496493	ENSG00000155324	+	GRAMD2B
chr5	126531199	126595361	ENSG00000164904	-	ALDH7A1
chr5	126776622	126837019	ENSG00000113368	+	LMNB1
chr5	127290795	127465736	ENSG00000145794	+	MEGF10
chr5	127517639	127555084	ENSG00000164244	+	PRRC1
chr5	128083765	128189676	ENSG00000064651	+	SLC12A2
chr5	129460280	129738682	ENSG00000145808	+	ADAMTS19
chr5	129904464	130186633	ENSG00000198108	+	CHSY3
chr5	131155382	131224467	ENSG00000169567	-	HINT1
chr5	131425890	131796982	ENSG00000273217	-	AC008695.1
chr5	131807142	132011636	ENSG00000281938	-	AC034228.3
chr5	131949972	132012242	ENSG00000164398	-	ACSL6
chr5	132410831	132646078	ENSG00000283782	+	AC116366.1
chr5	132875394	132963633	ENSG00000072364	-	AFF4
chr5	133196454	133612540	ENSG00000053108	-	FSTL4
chr5	133955509	133968673	ENSG00000113583	-	C5orf15
chr5	134758770	134855132	ENSG00000145833	+	DDX46
chr5	134874370	134901634	ENSG00000113621	+	TXNDC15
chr5	135570678	135579278	ENSG00000145824	-	CXCL14
chr5	135579201	135889769	ENSG00000145832	+	SLC25A48
chr5	136028987	136063817	ENSG00000120708	+	TGFBI
chr5	136975297	137598378	ENSG00000152377	-	SPOCK1
chr5	138187649	138213342	ENSG00000094880	-	CDC23
chr5	138352684	138437027	ENSG00000120733	+	KDM3B
chr5	138439056	138446968	ENSG00000132563	+	REEP2
chr5	138610966	138935033	ENSG00000044115	+	CTNNA1
chr5	138946723	139293556	ENSG00000120725	-	SIL1
chr5	139475532	139482757	ENSG00000184584	-	STING1
chr5	139795807	139844465	ENSG00000146005	+	PSD2
chr5	139846778	140043298	ENSG00000158458	-	NRG2
chr5	140245034	140303112	ENSG00000113068	-	PFDN1
chr5	140332842	140346602	ENSG00000113070	-	HBEGF
chr5	140401907	140549568	ENSG00000254996	+	ANKHD1-EIF4EBP3
chr5	140537339	140558251	ENSG00000213523	-	SRA1
chr5	140638739	140647644	ENSG00000131495	-	NDUFA2
chr5	140664675	140674123	ENSG00000120314	+	WDR55
chr5	140698679	140706685	ENSG00000146007	+	ZMAT2
chr5	140806928	141012346	ENSG00000204967	+	PCDHA4
chr5	141177789	141180538	ENSG00000120322	+	PCDHB8
chr5	141192352	141195646	ENSG00000120324	+	PCDHB10
chr5	141245394	141249364	ENSG00000113248	+	PCDHB15
chr5	141382738	141512974	ENSG00000253537	+	PCDHGA7
chr5	141484996	141512978	ENSG00000242419	+	PCDHGC4
chr5	141515020	141619054	ENSG00000131504	-	DIAPH1
chr5	141639301	141651417	ENSG00000197948	-	FCHSD1
chr5	141923854	141942046	ENSG00000081791	+	DELE1
chr5	142108778	142154439	ENSG00000131507	+	NDFIP1
chr5	146110565	146182695	ENSG00000133706	-	LARS1
chr5	146447310	146511960	ENSG00000113649	+	TCERG1
chr5	146580741	147084783	ENSG00000156475	-	PPP2R2B
chr5	147235025	147387854	ENSG00000169302	+	STK32A
chr5	148383934	148442835	ENSG00000145868	+	FBXO38
chr5	148826610	148828622	ENSG00000169252	+	ADRB2
chr5	148923638	149063162	ENSG00000169247	-	SH3TC2
chr5	149141482	149260541	ENSG00000173210	+	ABLIM3
chr5	149271858	149343636	ENSG00000157510	+	AFAP1L1
chr5	149551946	149634967	ENSG00000183111	+	ARHGEF37
chr5	149730297	149855021	ENSG00000155846	+	PPARGC1B
chr5	149993117	150000653	ENSG00000164296	-	TIGD6
chr5	150053290	150113371	ENSG00000182578	-	CSF1R
chr5	150113838	150155871	ENSG00000113721	-	PDGFRB
chr5	150190061	150222787	ENSG00000011083	+	SLC6A7
chr5	150485817	150558210	ENSG00000070614	+	NDST1
chr5	150601079	150659206	ENSG00000171992	+	SYNPO
chr5	150660881	150679367	ENSG00000164591	+	MYOZ3
chr5	150690791	150701061	ENSG00000086589	-	RBM22
chr5	151029944	151093576	ENSG00000145901	-	TNIP1
chr5	151212149	151270439	ENSG00000196743	+	GM2A
chr5	151661095	151686967	ENSG00000113140	-	SPARC
chr5	152391545	152433367	ENSG00000132911	-	NMUR2
chr5	153490267	153813868	ENSG00000155511	+	GRIA1
chr5	154190729	154420983	ENSG00000164574	+	GALNT10
chr5	154445996	154461052	ENSG00000164576	+	SAP30L
chr5	154857552	154876791	ENSG00000155508	+	CNOT8
chr5	154941072	154969410	ENSG00000082515	+	MRPL22
chr5	157029412	157059118	ENSG00000113249	-	HAVCR1
chr5	157085831	157142868	ENSG00000135077	-	HAVCR2
chr5	157266078	157395594	ENSG00000055163	+	CYFIP2
chr5	157395533	157575774	ENSG00000135074	-	ADAM19
chr5	157743711	157760708	ENSG00000155858	+	LSM11
chr5	159263289	159286035	ENSG00000164332	+	UBLCP1
chr5	159865079	159973011	ENSG00000170214	+	ADRA1B
chr5	160061800	160119449	ENSG00000170234	-	PWWP2A
chr5	161288428	161549043	ENSG00000145864	-	GABRB2
chr5	161847062	161899980	ENSG00000022355	+	GABRA1
chr5	163503113	163519353	ENSG00000038274	+	MAT2B
chr5	167284798	168264156	ENSG00000145934	+	TENM2
chr5	168548494	168579367	ENSG00000120137	-	PANK3
chr5	168661732	169301138	ENSG00000184347	-	SLIT3
chr5	169583635	169604777	ENSG00000040275	+	SPDL1
chr5	170246232	170297776	ENSG00000043462	-	LCP2
chr5	171861548	172006872	ENSG00000072803	-	FBXW11
chr5	172042078	172188223	ENSG00000072786	-	STK10
chr5	172209645	172283763	ENSG00000168246	-	UBTD2
chr5	172324999	172454524	ENSG00000174705	-	SH3PXD2B
chr5	173888348	173961979	ENSG00000113742	+	CPEB4
chr5	175477061	175529741	ENSG00000164466	+	SFXN1
chr5	175917872	176034679	ENSG00000051596	-	THOC3
chr5	176542510	176595973	ENSG00000074276	+	CDHR2
chr5	176905004	177022601	ENSG00000087206	-	UIMC1
chr5	177022695	177081188	ENSG00000113761	+	ZNF346
chr5	177305499	177312756	ENSG00000213347	-	MXD3
chr5	177357923	177372595	ENSG00000169220	+	RGS14
chr5	177483393	177497603	ENSG00000196923	-	PDLIM7
chr5	177511576	177516960	ENSG00000183258	-	DDX41
chr5	177592202	177597241	ENSG00000184840	+	TMED9
chr5	178113531	178126080	ENSG00000145911	+	N4BP3
chr5	178130995	178150567	ENSG00000145916	+	RMND5B
chr5	178208470	178232801	ENSG00000175309	-	PHYKPL
chr5	178237475	178590392	ENSG00000050767	-	COL23A1
chr5	179110852	179345460	ENSG00000087116	-	ADAMTS2
chr5	179614177	179634783	ENSG00000169045	-	HNRNPH1
chr5	179678627	179731640	ENSG00000127022	+	CANX
chr5	179732821	179777282	ENSG00000161021	+	MAML1
chr5	179797596	179806865	ENSG00000161013	-	MGAT4B
chr5	179806397	179838077	ENSG00000161011	+	SQSTM1
chr5	179835132	179858859	ENSG00000161010	-	MRNIP
chr5	179862065	179907896	ENSG00000197226	-	TBC1D9B
chr5	180100794	180209210	ENSG00000146090	-	RASGEF1C
chr5	180300697	180353335	ENSG00000131459	-	GFPT2
chr6	485153	693138	ENSG00000112685	-	EXOC2
chr6	3722613	3751712	ENSG00000168994	-	PXDC1
chr6	3849372	3851319	ENSG00000145945	+	FAM50B
chr6	4115692	4135596	ENSG00000198721	-	ECI2
chr6	5261043	5829191	ENSG00000145982	+	FARS2
chr6	6588107	6654982	ENSG00000112799	+	LY86
chr6	7268305	7347445	ENSG00000124783	-	SSR1
chr6	7541616	7586713	ENSG00000096696	+	DSP
chr6	7590197	7611966	ENSG00000168566	+	SNRNP48
chr6	10747758	10852752	ENSG00000137210	+	TMEM14B
chr6	10886830	10979319	ENSG00000153157	+	SYCP2L
chr6	11537748	11583523	ENSG00000205269	+	TMEM170B
chr6	12290360	12297193	ENSG00000078401	+	EDN1
chr6	13266541	13328582	ENSG00000145979	-	TBC1D7
chr6	13574226	13615157	ENSG00000124523	+	SIRT5
chr6	13621497	13711834	ENSG00000010017	-	RANBP9
chr6	13786556	13814567	ENSG00000050393	-	MCUR1
chr6	14117255	14136917	ENSG00000112149	+	CD83
chr6	15522806	15663057	ENSG00000047579	-	DTNBP1
chr6	16129085	16148247	ENSG00000007944	+	MYLIP
chr6	17393504	17557789	ENSG00000112186	+	CAP2
chr6	17600301	17611714	ENSG00000137414	+	FAM8A1
chr6	17615034	17706924	ENSG00000124789	-	NUP153
chr6	17759182	17987634	ENSG00000137177	-	KIF13A
chr6	18128310	18155076	ENSG00000137364	-	TPMT
chr6	19837369	19842196	ENSG00000172201	+	ID4
chr6	20534456	21232403	ENSG00000145996	+	CDKAL1
chr6	24424564	24495204	ENSG00000112293	-	GPLD1
chr6	24494866	24537206	ENSG00000112294	+	ALDH5A1
chr6	24544103	24646190	ENSG00000137261	-	KIAA0319
chr6	24649978	24666929	ENSG00000111802	-	TDP2
chr6	24704860	24719997	ENSG00000112308	-	C6orf62
chr6	24804281	25042169	ENSG00000111913	-	RIPOR2
chr6	25279077	25620529	ENSG00000079691	+	CARMIL1
chr6	33721661	33746904	ENSG00000161896	-	IP6K3
chr6	34792014	34883137	ENSG00000065060	+	UHRF1BP1
chr6	34889254	35091405	ENSG00000064999	+	ANKS1A
chr6	35297817	35321770	ENSG00000023892	+	DEF6
chr6	35943515	36024867	ENSG00000112053	-	SLC26A8
chr6	36948262	36964836	ENSG00000164530	+	PI16
chr6	37630678	37699305	ENSG00000112139	-	MDGA1
chr6	38168450	38640147	ENSG00000183826	-	BTBD9
chr6	39329989	39725407	ENSG00000164627	-	KIF6
chr6	39792297	39904876	ENSG00000146122	+	DAAM2
chr6	40391590	40587363	ENSG00000156564	-	LRFN2
chr6	41033626	41097786	ENSG00000124596	-	OARD1
chr6	41053201	41064890	ENSG00000124701	+	APOBEC2
chr6	41158505	41163185	ENSG00000095970	-	TREM2
chr6	41780781	41787451	ENSG00000278224	+	PRICKLE4
chr6	41789895	41895360	ENSG00000164663	-	USP49
chr6	41934933	42050356	ENSG00000112576	-	CCND3
chr6	42183283	42194955	ENSG00000112599	-	GUCA1B
chr6	42206806	42217860	ENSG00000048544	-	MRPS10
chr6	42564028	42693504	ENSG00000024048	+	UBR2
chr6	42696597	42722596	ENSG00000112619	-	PRPH2
chr6	42746957	42868559	ENSG00000112624	+	BICRAL
chr6	42879615	42889924	ENSG00000146223	+	RPL7L1
chr6	42963864	42979180	ENSG00000124587	-	PEX6
chr6	42984552	43012341	ENSG00000112640	+	PPP2R5D
chr6	43037616	43053942	ENSG00000044090	-	CUL7
chr6	43040776	43075092	ENSG00000137171	+	KLC4
chr6	43182184	43224586	ENSG00000112659	+	CUL9
chr6	43225628	43229480	ENSG00000112667	-	DNPH1
chr6	43427365	43450426	ENSG00000124574	+	ABCC10
chr6	43509701	43562418	ENSG00000171453	+	POLR1C
chr6	43671201	43687790	ENSG00000096080	-	MRPS18A
chr6	44126913	44155518	ENSG00000137216	+	TMEM63B
chr6	44254095	44257889	ENSG00000157593	-	SLC35B2
chr6	44270449	44307505	ENSG00000178233	+	TMEM151B
chr6	44273193	44378956	ENSG00000272442	+	AL353588.1
chr6	44387705	44450424	ENSG00000096401	+	CDC5L
chr6	44809316	45377952	ENSG00000196284	-	SUPT3H
chr6	45328156	45664348	ENSG00000124813	+	RUNX2
chr6	46220735	46491971	ENSG00000172348	-	RCAN2
chr6	46652914	46678189	ENSG00000153291	+	SLC25A27
chr6	46852521	46954942	ENSG00000069122	-	ADGRF5
chr6	47477788	47627262	ENSG00000198087	+	CD2AP
chr6	47781981	47832779	ENSG00000124818	+	OPN5
chr6	49430359	49463252	ENSG00000146085	-	MMUT
chr6	49463369	49493106	ENSG00000031691	+	CENPQ
chr6	49785659	49787284	ENSG00000170950	-	PGK2
chr6	52361420	52407776	ENSG00000170915	+	PAQR8
chr6	52362122	52529885	ENSG00000096093	+	EFHC1
chr6	53794496	53924124	ENSG00000137269	+	LRRC1
chr6	53929981	54266279	ENSG00000146147	+	MLIP
chr6	55434372	55579196	ENSG00000146151	-	HMGCLL1
chr6	56457986	56954829	ENSG00000151914	-	DST
chr6	56955106	57027345	ENSG00000151917	+	BEND6
chr6	57046531	57055238	ENSG00000168116	+	KIAA1586
chr6	61679960	62286224	ENSG00000112232	-	KHDRBS2
chr6	68635281	69389505	ENSG00000135298	+	ADGRB3
chr6	69866555	70212467	ENSG00000082293	+	COL19A1
chr6	70412940	70561173	ENSG00000082269	+	FAM135A
chr6	71886702	72403142	ENSG00000079841	+	RIMS1
chr6	72621791	73198852	ENSG00000185760	+	KCNQ5
chr6	73489307	73525586	ENSG00000156508	-	EEF1A1
chr6	73695784	73828315	ENSG00000156535	+	CD109
chr6	75084325	75206052	ENSG00000111799	-	COL12A1
chr6	75291858	75493799	ENSG00000118407	-	FILIP1
chr6	75601508	75718280	ENSG00000112701	+	SENP6
chr6	75921113	76072677	ENSG00000112706	-	IMPG1
chr6	77650273	77927027	ENSG00000269964	+	MEI4
chr6	79201244	79234737	ENSG00000118418	-	HMGN3
chr6	82169986	82247753	ENSG00000005700	-	IBTK
chr6	83067665	83171349	ENSG00000083097	+	DOP1A
chr6	83210401	83431050	ENSG00000065833	-	ME1
chr6	83552879	83709690	ENSG00000065609	-	SNAP91
chr6	83859655	83967422	ENSG00000065615	+	CYB5R4
chr6	85449583	85495790	ENSG00000135318	+	NT5E
chr6	86937527	87016678	ENSG00000168830	+	HTR1E
chr6	87322582	87399740	ENSG00000111850	+	SMIM8
chr6	87344812	87365462	ENSG00000203872	+	C6orf163
chr6	87408011	87511633	ENSG00000213204	+	AL049697.1
chr6	87470622	87512335	ENSG00000164414	+	SLC35A1
chr6	88609896	88963617	ENSG00000111880	-	RNGTT
chr6	89095958	89118070	ENSG00000154548	-	SRSF12
chr6	89433151	89633833	ENSG00000135299	+	ANKRD6
chr6	89642497	89819793	ENSG00000112159	-	MDN1
chr6	93240019	93419686	ENSG00000135333	-	EPHA7
chr6	96521594	96555275	ENSG00000014123	+	UFL1
chr6	96562547	96616635	ENSG00000112214	+	FHL5
chr6	96924619	97140753	ENSG00000186231	+	KLHL32
chr6	99520975	99589898	ENSG00000279170	+	TSTD3
chr6	99918518	99994246	ENSG00000152034	-	MCHR2
chr6	100508193	100881371	ENSG00000112249	-	ASCC3
chr6	101181256	102070082	ENSG00000164418	+	GRIK2
chr6	105273217	105454061	ENSG00000085377	-	PREP
chr6	106045422	106325790	ENSG00000057663	-	ATG5
chr6	107490116	107661305	ENSG00000112320	+	SOBP
chr6	108041408	108165853	ENSG00000081087	-	OSTM1
chr6	108848415	108974475	ENSG00000118690	+	ARMC2
chr6	109095109	109174417	ENSG00000183137	+	CEP57L1
chr6	109366513	109382466	ENSG00000135535	-	CD164
chr6	109492855	109691216	ENSG00000155085	-	AK9
chr6	109690608	109878097	ENSG00000112367	+	FIG4
chr6	110180140	110254274	ENSG00000168438	+	CDC40
chr6	110609977	110815957	ENSG00000155111	-	CDK19
chr6	111555380	111606905	ENSG00000056972	-	TRAF3IP2
chr6	112070662	112087508	ENSG00000074935	-	TUBE1
chr6	112107930	112254938	ENSG00000112769	-	LAMA4
chr6	114055585	114343044	ENSG00000249853	-	HS3ST5
