#chr	start	end	gene_id	strand	gene_name
chr3	49940006	50100044	ENSG00000004534	+	RBM6
chr3	50155044	50189074	ENSG00000001617	+	SEMA3F
chr3	50205245	50221485	ENSG00000188338	+	SLC38A3
chr3	50292830	50299404	ENSG00000186792	-	HYAL3
chr3	50296401	50299415	ENSG00000243477	-	NAA80
chr3	50558024	50571026	ENSG00000088543	-	C3orf18
chr3	50569151	50596167	ENSG00000114735	+	HEMK1
chr3	50674926	51384197	ENSG00000088538	+	DOCK3
chr3	51385290	51389396	ENSG00000145050	+	MANF
chr3	52287088	52295256	ENSG00000168237	+	GLYCTK
chr3	52545351	52685916	ENSG00000163939	-	PBRM1
chr3	52681155	52694496	ENSG00000163938	+	GNL3
chr3	52694485	52706031	ENSG00000016864	-	GLT8D1
chr3	52704954	52711147	ENSG00000114902	+	SPCS1
chr3	52708443	52770945	ENSG00000114904	-	NEK4
chr3	52812961	52830672	ENSG00000055955	-	ITIH4
chr3	52813281	52835728	ENSG00000243696	-	AC006254.1
chr3	52833120	52897561	ENSG00000248592	-	STIMATE-MUSTN1
chr3	52836218	52897547	ENSG00000213533	-	STIMATE
chr3	52903571	53046749	ENSG00000163935	-	SFMBT1
chr3	58306244	58324694	ENSG00000163684	+	RPP14
chr3	58306261	58320192	ENSG00000255154	+	HTD2
chr3	58332879	58426126	ENSG00000168297	+	PXK
chr3	58427629	58433856	ENSG00000168291	-	PDHB
chr3	68975216	69013683	ENSG00000163378	-	EOGT
chr3	70954707	71583988	ENSG00000114861	-	FOXP1
chr3	71753854	71756495	ENSG00000170837	+	GPR27
chr3	72749276	72861913	ENSG00000144736	-	SHQ1
chr3	72888045	72998137	ENSG00000172986	+	GXYLT2
chr3	72996802	73069197	ENSG00000163605	+	PPP4R2
chr3	73061658	73063336	ENSG00000255423	+	EBLN2
chr3	81489702	81761644	ENSG00000114480	-	GBE1
chr3	84958988	86074428	ENSG00000175161	+	CADM2
chr3	88338415	88467593	ENSG00000283434	+	CSNKA2IP
chr3	100749155	100993514	ENSG00000154175	-	ABI3BP
chr3	101222545	101320574	ENSG00000081148	-	IMPG2
chr3	101779201	101828230	ENSG00000144815	+	NXPE3
chr3	108160811	108222434	ENSG00000114446	-	IFT57
chr3	108589704	108694839	ENSG00000198919	+	DZIP3
chr3	111070070	111275562	ENSG00000177707	+	NECTIN3
chr3	113211002	113287458	ENSG00000144857	+	BOC
chr3	113286929	113441609	ENSG00000206530	-	CFAP44
chr3	113532554	113629574	ENSG00000072858	+	SIDT1
chr3	113648384	113696645	ENSG00000176542	-	USF3
chr3	113747034	113812055	ENSG00000114573	+	ATP6V1A
chr3	115802362	117139388	ENSG00000185565	-	LSAMP
chr3	119636456	119665323	ENSG00000121577	-	POPDC2
chr3	120164644	120285221	ENSG00000175697	-	GPR156
chr3	121835182	121886525	ENSG00000145088	+	EAF2
chr3	121894400	121944187	ENSG00000163406	+	SLC15A2
chr3	122359590	122383230	ENSG00000160124	-	CCDC58
chr3	122411845	122416061	ENSG00000196981	-	WDR5B
chr3	122527923	122564576	ENSG00000138496	-	PARP9
chr3	127689061	128052189	ENSG00000074416	-	MGLL
chr3	128619968	128681074	ENSG00000163902	-	RPN1
chr3	128909865	129002689	ENSG00000114656	-	CFAP92
chr3	129249605	129277772	ENSG00000181789	+	COPG1
chr3	129314770	129316285	ENSG00000184897	-	H1-10
chr3	129555213	129606675	ENSG00000004399	-	PLXND1
chr3	133598174	133662379	ENSG00000163781	-	TOPBP1
chr3	133746039	133796640	ENSG00000091513	+	TF
chr3	138061989	138115817	ENSG00000158163	-	DZIP1L
chr3	138261436	138329885	ENSG00000181322	-	NME9
chr3	138347647	138405533	ENSG00000158186	+	MRAS
chr3	138434615	138481685	ENSG00000158220	+	ESYT3
chr3	138494343	138594537	ENSG00000114107	-	CEP70
chr3	138608608	138633375	ENSG00000158234	+	FAIM
chr3	141324212	141449791	ENSG00000177311	+	ZBTB38
chr3	141487026	141615343	ENSG00000155903	+	RASA2
chr3	141876123	141926548	ENSG00000069849	+	ATP1B3
chr3	141944427	142149543	ENSG00000114126	-	TFDP2
chr3	142157526	142225591	ENSG00000175066	-	GK5
chr3	142724033	142807887	ENSG00000144935	+	TRPC1
chr3	143119770	143124013	ENSG00000175040	+	CHST2
chr3	148697783	148743007	ENSG00000144891	+	AGTR1
chr3	148991407	149031774	ENSG00000163754	+	GYG1
chr3	150541997	150603227	ENSG00000120742	-	SERP1
chr3	151425383	151458708	ENSG00000152580	-	IGSF10
chr3	154121002	154257826	ENSG00000114790	+	ARHGEF26
chr3	155762616	155806277	ENSG00000174928	-	C3orf33
chr3	156037700	156539137	ENSG00000169282	+	KCNAB1
chr3	157259741	157533618	ENSG00000197415	-	VEPH1
chr3	157436849	157443632	ENSG00000163661	+	PTX3
chr3	158962234	159897365	ENSG00000283154	+	IQCJ-SCHIP1
chr3	159988834	159996018	ENSG00000168811	+	IL12A
chr3	160227453	160449828	ENSG00000248710	-	AC079594.1
chr3	160256985	160399879	ENSG00000068885	-	IFT80
chr3	160432444	160485772	ENSG00000213186	-	TRIM59
chr3	161104695	161253531	ENSG00000169251	+	NMD3
chr3	167735242	167825568	ENSG00000163536	+	SERPINI1
chr3	169773395	169789715	ENSG00000085274	+	MYNN
chr3	169793002	169812985	ENSG00000171757	-	LRRC34
chr3	169821921	169837774	ENSG00000188306	+	LRRIQ4
chr3	170459547	170586074	ENSG00000013293	-	SLC7A14
chr3	172039577	172401668	ENSG00000075420	+	FNDC3B
chr3	177019339	177227999	ENSG00000177565	-	TBL1XR1
chr3	178272931	178844428	ENSG00000197584	+	KCNMB2
chr3	178960120	179072214	ENSG00000172667	-	ZMAT3
chr3	179236690	179267001	ENSG00000171121	-	KCNMB3
chr3	182793502	182921628	ENSG00000058063	+	ATP11B
chr3	183635609	183684518	ENSG00000114796	+	KLHL24
chr3	184710363	184712063	ENSG00000177383	-	MAGEF1
chr3	185582495	185633550	ENSG00000163904	+	SENP2
chr3	195068283	195271158	ENSG00000173950	-	XXYLT1
chr3	195720883	195741122	ENSG00000176945	+	MUC20
chr3	197509782	197573322	ENSG00000161267	-	BDH1
chr3	197668866	197749726	ENSG00000145016	-	RUBCN
chr3	197737178	197787595	ENSG00000122068	+	FYTTD1
chr3	197889076	197960141	ENSG00000114473	-	IQCG
chr3	197960199	198043719	ENSG00000185621	+	LMLN
chr4	979072	993439	ENSG00000145217	-	SLC26A1
chr4	986996	1004563	ENSG00000127415	+	IDUA
chr4	1056253	1113563	ENSG00000178222	-	RNF212
chr4	1345690	1395988	ENSG00000163945	+	UVSSA
chr4	2071917	2242120	ENSG00000130997	-	POLN
chr4	2078997	2242275	ENSG00000214367	-	HAUS3
chr4	2247431	2262108	ENSG00000123933	-	MXD4
chr4	2963570	3040759	ENSG00000125388	+	GRK4
chr4	6909241	7033117	ENSG00000132405	+	TBC1D14
chr4	7041898	7057951	ENSG00000173011	+	TADA2B
chr4	7058894	7068063	ENSG00000109519	-	GRPEL1
chr4	7758713	7939925	ENSG00000196526	-	AFAP1
chr4	9771152	10054935	ENSG00000109667	-	SLC2A9
chr4	10074338	10116948	ENSG00000071127	-	WDR1
chr4	15469864	15601551	ENSG00000048342	+	CC2D2A
chr4	15703064	15738312	ENSG00000109743	+	BST1
chr4	15778274	15853231	ENSG00000004468	+	CD38
chr4	17614640	17634104	ENSG00000118579	+	MED28
chr4	25160662	25279203	ENSG00000038210	+	PI4K2B
chr4	35948220	36244513	ENSG00000047365	-	ARAP2
chr4	38790676	38856816	ENSG00000174125	-	TLR1
chr4	38823714	38856816	ENSG00000174130	-	TLR6
chr4	39459003	39485108	ENSG00000121897	+	LIAS
chr4	39822862	39977955	ENSG00000121892	-	PDS5A
chr4	40056849	40158251	ENSG00000078177	+	N4BP2
chr4	41990501	42090460	ENSG00000014824	+	SLC30A9
chr4	48341528	48426200	ENSG00000109171	+	SLAIN2
chr4	48483342	48489525	ENSG00000145248	+	SLC10A4
chr4	48497356	48780321	ENSG00000075539	-	FRYL
chr4	51842999	51916836	ENSG00000109184	+	DCUN1D4
chr4	51993701	52017619	ENSG00000188993	-	LRRC66
chr4	52020705	52038298	ENSG00000163069	-	SGCB
chr4	55853647	55905085	ENSG00000090989	+	EXOC1
chr4	56907875	56966807	ENSG00000084093	+	REST
chr4	56977721	57031157	ENSG00000047315	+	POLR2B
chr4	67820875	67884001	ENSG00000153802	-	TMPRSS11D
chr4	69721166	69787960	ENSG00000173597	-	SULT1B1
chr4	70592255	70607287	ENSG00000178522	+	AMBN
chr4	70902325	71022448	ENSG00000173542	+	MOB1B
chr4	70992537	71030913	ENSG00000156136	+	DCK
chr4	72280968	72569220	ENSG00000156140	-	ADAMTS3
chr4	74933094	75050114	ENSG00000169116	+	PARM1
chr4	75479036	75514763	ENSG00000163743	-	RCHY1
chr4	75513945	75550472	ENSG00000174796	+	THAP6
chr4	75576495	75630715	ENSG00000138769	-	CDKL2
chr4	76214039	76283782	ENSG00000189157	+	FAM47E
chr4	76251720	76311128	ENSG00000272414	+	FAM47E-STBD1
chr4	76313001	76421867	ENSG00000163749	-	CCDC158
chr4	76949750	77040383	ENSG00000138758	+	SEPTIN11
chr4	77713386	77819614	ENSG00000138767	-	CNOT6L
chr4	77862829	77952784	ENSG00000169288	+	MRPL1
chr4	82818508	82901165	ENSG00000138674	-	SEC31A
chr4	82900683	82919968	ENSG00000168152	+	THAP9
chr4	86594314	86815170	ENSG00000163629	+	PTPN13
chr4	86876204	86892421	ENSG00000163633	-	C4orf36
chr4	86935001	87141053	ENSG00000172493	+	AFF1
chr4	87160102	87240313	ENSG00000145332	-	KLHL8
chr4	87336514	87391187	ENSG00000198189	-	HSD17B11
chr4	87473334	87531060	ENSG00000152583	-	SPARCL1
chr4	88007634	88077776	ENSG00000118762	+	PKD2
chr4	88090149	88231627	ENSG00000118777	-	ABCG2
chr4	92303965	93810156	ENSG00000152208	+	GRID2
chr4	95162503	95549205	ENSG00000182168	-	UNC5C
chr4	100185869	100190781	ENSG00000145358	-	DDIT4L
chr4	101411285	102074811	ENSG00000153064	+	BANK1
chr4	102501330	102617301	ENSG00000109320	+	NFKB1
chr4	103077591	103099869	ENSG00000164039	-	BDH2
chr4	112818031	113384220	ENSG00000145362	+	ANK2
chr4	118685391	118715432	ENSG00000145388	+	METTL14
chr4	120684918	120922869	ENSG00000138738	-	PRDM5
chr4	121758880	121765426	ENSG00000164112	-	SMIM43
chr4	121801317	121817020	ENSG00000123737	+	EXOSC9
chr4	121824328	121870473	ENSG00000138686	-	BBS7
chr4	125314917	125492931	ENSG00000196159	+	FAT4
chr4	128864920	129093599	ENSG00000151466	-	SCLT1
chr4	129093316	129116639	ENSG00000151470	+	C4orf33
chr4	138164096	138242348	ENSG00000151012	-	SLC7A11
chr4	139028111	139177217	ENSG00000109381	-	ELF2
chr4	140524167	140553769	ENSG00000179387	+	ELMOD2
chr4	146175702	146199999	ENSG00000164167	+	LSM6
chr4	146214514	146230877	ENSG00000250673	+	REELD1
chr4	147732087	148072775	ENSG00000071205	+	ARHGAP10
chr4	150078444	150257437	ENSG00000170390	+	DCLK2
chr4	153466345	153636710	ENSG00000121210	+	TMEM131L
chr4	153684069	153706259	ENSG00000137462	+	TLR2
chr4	153710159	153760023	ENSG00000145428	-	RNF175
chr4	155208635	155217077	ENSG00000185149	+	NPY2R
chr4	155342657	155376969	ENSG00000164114	-	MAP9
chr4	155666725	155737058	ENSG00000164116	+	GUCY1A1
chr4	158672124	158709622	ENSG00000171503	+	ETFDH
chr4	158769025	158908049	ENSG00000052795	+	FNIP2
chr4	158893133	159038759	ENSG00000164123	-	C4orf45
chr4	163110072	163166889	ENSG00000145414	-	NAF1
chr4	163323961	163344831	ENSG00000164128	-	NPY1R
chr4	168356734	168537785	ENSG00000181381	-	DDX60L
chr4	169729469	169757943	ENSG00000056050	-	HPF1
chr4	169986596	170033030	ENSG00000198948	-	MFAP3L
chr4	170060221	170091698	ENSG00000109576	-	AADAT
chr4	174283729	174333379	ENSG00000164118	+	CEP44
chr4	185204236	185370184	ENSG00000109762	+	SNX25
chr4	185363871	185395923	ENSG00000109771	-	LRP2BP
chr4	185500659	185535506	ENSG00000154553	-	PDLIM3
chr4	185585443	185956651	ENSG00000154556	-	SORBS2
chr4	186104418	186172666	ENSG00000109794	+	FAM149A
chr5	191494	196333	ENSG00000185028	+	LRRC14B
chr5	196867	218152	ENSG00000164366	-	CCDC127
chr5	321758	438290	ENSG00000063438	+	AHRR
chr5	795605	850985	ENSG00000188818	-	ZDHHC11
chr5	863740	892800	ENSG00000028310	-	BRD9
chr5	892883	919356	ENSG00000071539	+	TRIP13
chr5	1050383	1112062	ENSG00000113504	-	SLC12A7
chr5	1253166	1295067	ENSG00000164362	-	TERT
chr5	1798384	1801365	ENSG00000171421	-	MRPL36
chr5	7851185	7906024	ENSG00000124275	+	MTRR
chr5	10971835	11904445	ENSG00000169862	-	CTNND2
chr5	31400493	31532195	ENSG00000113360	-	DROSHA
chr5	31639130	32110931	ENSG00000133401	+	PDZD2
chr5	34656327	34832611	ENSG00000039560	+	RAI14
chr5	37106227	37249375	ENSG00000197603	-	CPLANE1
chr5	37379284	37753434	ENSG00000082068	+	WDR70
chr5	41904187	41921635	ENSG00000205765	+	C5orf51
chr5	43067580	43192020	ENSG00000172262	+	ZNF131
chr5	55738016	55817156	ENSG00000152670	+	DDX4
chr5	56815548	56896151	ENSG00000095015	+	MAP3K1
chr5	62403971	62628581	ENSG00000086200	+	IPO11
chr5	68215755	68301820	ENSG00000145675	+	PIK3R1
chr5	69093948	69131068	ENSG00000145740	+	SLC30A5
chr5	69189573	69210356	ENSG00000153044	+	CENPH
chr5	69234794	69277429	ENSG00000134058	+	CDK7
chr5	69280174	69332808	ENSG00000183323	-	CCDC125
chr5	69560190	69595220	ENSG00000183474	+	GTF2H2C
chr5	70025246	70043112	ENSG00000205572	+	SERF1B
chr5	70049637	70078521	ENSG00000205571	+	SMN2
chr5	70900668	70918529	ENSG00000172058	+	SERF1A
chr5	70925029	70953941	ENSG00000172062	+	SMN1
chr5	71032669	71067651	ENSG00000145736	-	GTF2H2
chr5	71587287	71658705	ENSG00000131844	+	MCCC2
chr5	71719274	71721047	ENSG00000164326	+	CARTPT
chr5	72956040	73090521	ENSG00000157107	+	FCHO2
chr5	73444826	73448776	ENSG00000251493	-	FOXD1
chr5	73626157	73941992	ENSG00000214944	+	ARHGEF28
chr5	74721205	74767146	ENSG00000164347	-	GFM2
chr5	79612419	79686647	ENSG00000164329	+	TENT2
chr5	79976715	79991261	ENSG00000177034	-	MTX3
chr5	79991310	80083286	ENSG00000113296	+	THBS4
chr5	80111650	80256047	ENSG00000164300	-	SERINC5
chr5	81301586	81313296	ENSG00000131732	+	ZCCHC9
chr5	83052845	83077862	ENSG00000174695	-	TMEM167A
chr5	83077497	83353786	ENSG00000152422	+	XRCC4
chr5	88717116	88904256	ENSG00000081189	-	MEF2C
chr5	90529343	91164436	ENSG00000164199	+	ADGRV1
chr5	94618668	94739435	ENSG00000133302	+	SLF1
chr5	94703740	95284574	ENSG00000175471	-	MCTP1
chr5	96760809	96808099	ENSG00000164307	-	ERAP1
chr5	107376893	107670936	ENSG00000184349	-	EFNA5
chr5	107859034	108382097	ENSG00000145743	-	FBXL17
chr5	113022098	113488822	ENSG00000171444	-	MCC
chr5	113513693	113595283	ENSG00000047188	+	YTHDC2
chr5	115828199	115841836	ENSG00000145782	-	ATG12
chr5	119452496	119585012	ENSG00000133835	+	HSD17B4
chr5	131423920	131635230	ENSG00000158987	-	RAPGEF6
chr5	131425890	131796982	ENSG00000273217	-	AC008695.1
chr5	131949972	132012242	ENSG00000164398	-	ACSL6
chr5	132257695	132273453	ENSG00000131435	+	PDLIM4
chr5	132294393	132344189	ENSG00000197208	+	SLC22A4
chr5	132369709	132395611	ENSG00000197375	+	SLC22A5
chr5	132692627	132737637	ENSG00000131437	-	KIF3A
chr5	132813301	132816785	ENSG00000198944	+	SOWAHA
chr5	132822140	132830658	ENSG00000164403	-	SHROOM1
chr5	132861180	132866883	ENSG00000164404	-	GDF9
chr5	132875394	132963633	ENSG00000072364	-	AFF4
chr5	133052012	133106448	ENSG00000170606	+	HSPA4
chr5	134114680	134151864	ENSG00000081059	+	TCF7
chr5	138352684	138437027	ENSG00000120733	+	KDM3B
chr5	139367195	139384552	ENSG00000170482	-	SLC23A1
chr5	139390591	139395103	ENSG00000228672	-	PROB1
chr5	139408587	139444490	ENSG00000170464	-	DNAJC18
chr5	139475532	139482757	ENSG00000184584	-	STING1
chr5	140564445	140569099	ENSG00000176087	+	SLC35A4
chr5	141991748	142013040	ENSG00000113552	-	GNPDA1
chr5	142592177	142698069	ENSG00000113578	-	FGF1
chr5	142770376	143229010	ENSG00000145819	+	ARHGAP26
chr5	144170872	144485685	ENSG00000183775	+	KCTD16
chr5	145471798	145835335	ENSG00000186314	-	PRELID2
chr5	145936577	146081790	ENSG00000156463	+	SH3RF2
chr5	146110565	146182695	ENSG00000133706	-	LARS1
chr5	146580741	147084783	ENSG00000156475	-	PPP2R2B
chr5	149960757	149993454	ENSG00000155850	+	SLC26A2
chr5	151437045	151492378	ENSG00000123643	+	SLC36A1
chr5	151661095	151686967	ENSG00000113140	-	SPARC
chr5	151771044	151812910	ENSG00000145907	+	G3BP1
chr5	154712842	154817604	ENSG00000155506	+	LARP1
chr5	154818491	154859251	ENSG00000170271	-	FAXDC2
chr5	154857552	154876791	ENSG00000155508	+	CNOT8
chr5	155013754	155018140	ENSG00000226650	+	KIF4B
chr5	157029412	157059118	ENSG00000113249	-	HAVCR1
chr5	157085831	157142868	ENSG00000135077	-	HAVCR2
chr5	160061800	160119449	ENSG00000170234	-	PWWP2A
chr5	163503113	163519353	ENSG00000038274	+	MAT2B
chr5	168486469	168519300	ENSG00000113643	+	RARS1
chr5	168529304	168530633	ENSG00000188573	+	FBLL1
chr5	168661732	169301138	ENSG00000184347	-	SLIT3
chr5	170861931	171300014	ENSG00000204764	+	RANBP17
chr5	176905004	177022601	ENSG00000087206	-	UIMC1
chr5	177086904	177098143	ENSG00000160867	+	FGFR4
chr5	178113531	178126080	ENSG00000145911	+	N4BP3
chr5	178130995	178150567	ENSG00000145916	+	RMND5B
chr5	179614177	179634783	ENSG00000169045	-	HNRNPH1
chr6	1609914	1613896	ENSG00000054598	+	FOXC1
chr6	2948158	2972164	ENSG00000124570	-	SERPINB6
chr6	3268961	3457049	ENSG00000137266	-	SLC22A23
chr6	4994716	5004062	ENSG00000124787	-	RPP40
chr6	6144083	6321012	ENSG00000124491	-	F13A1
chr6	8073359	8102558	ENSG00000124802	-	EEF1E1
chr6	10393185	10419658	ENSG00000137203	-	TFAP2A
chr6	10886830	10979319	ENSG00000153157	+	SYCP2L
chr6	11537748	11583523	ENSG00000205269	+	TMEM170B
chr6	12008761	12164998	ENSG00000095951	+	HIVEP1
chr6	12716553	13287842	ENSG00000112137	+	PHACTR1
chr6	15522806	15663057	ENSG00000047579	-	DTNBP1
chr6	17759182	17987634	ENSG00000137177	-	KIF13A
chr6	18155328	18223853	ENSG00000165097	+	KDM1B
chr6	20534456	21232403	ENSG00000145996	+	CDKAL1
chr6	25652200	25701782	ENSG00000079689	+	SCGN
chr6	26026814	26027251	ENSG00000278705	-	H4C2
chr6	26055739	26056469	ENSG00000187837	-	H1-2
chr6	26240392	26240792	ENSG00000274618	+	H4C6
chr6	26277608	26285637	ENSG00000158406	-	H4C8
chr6	26365158	26378319	ENSG00000186470	+	BTN3A2
chr6	26402236	26415207	ENSG00000026950	+	BTN3A1
chr6	26440471	26453414	ENSG00000111801	+	BTN3A3
chr6	26538365	26546932	ENSG00000182952	+	HMGN4
chr6	26634382	26659751	ENSG00000181315	-	ZNF322
chr6	27247700	27256619	ENSG00000112812	+	PRSS16
chr6	27285902	27312169	ENSG00000158553	-	POM121L2
chr6	27374614	27403907	ENSG00000124613	+	ZNF391
chr6	27450742	27473117	ENSG00000096654	-	ZNF184
chr6	27824091	27824479	ENSG00000197238	+	H4C11
chr6	27831173	27831559	ENSG00000273542	-	H4C12
chr6	28080567	28089562	ENSG00000197279	+	ZNF165
chr6	28141882	28159459	ENSG00000198315	+	ZKSCAN8
chr6	28224885	28233486	ENSG00000137185	+	ZSCAN9
chr6	28267057	28278223	ENSG00000197062	+	ZSCAN26
chr6	28267120	28281579	ENSG00000276302	+	AL021997.2
chr6	28324692	28356270	ENSG00000235109	-	ZSCAN31
chr6	28349946	28369171	ENSG00000189298	+	ZKSCAN3
chr6	28431929	28443501	ENSG00000187987	-	ZSCAN23
chr6	28994787	29005314	ENSG00000197935	-	ZNF311
chr6	29555628	29633975	ENSG00000204681	-	GABBR1
chr6	29657001	29672371	ENSG00000204655	+	MOG
chr6	29672482	29681154	ENSG00000204644	-	ZFP57
chr6	29722774	29738527	ENSG00000204642	+	HLA-F
chr6	29826966	29831124	ENSG00000204632	+	HLA-G
chr6	29941259	29945883	ENSG00000206503	+	HLA-A
chr6	30061256	30064908	ENSG00000066379	+	POLR1H
chr6	30066708	30070332	ENSG00000204619	+	PPP1R11
chr6	30070265	30075886	ENSG00000204618	-	RNF39
chr6	30184454	30213426	ENSG00000234127	-	TRIM26
chr6	30647038	30653209	ENSG00000204564	+	C6orf136
chr6	30699806	30717446	ENSG00000137337	-	MDC1
chr6	30727708	30742731	ENSG00000137312	-	FLOT1
chr6	30914204	30926458	ENSG00000137411	+	VARS2
chr6	31114749	31140091	ENSG00000204540	+	PSORS1C1
chr6	31115086	31120445	ENSG00000204539	-	CDSN
chr6	31268748	31272104	ENSG00000204525	-	HLA-C
chr6	31353874	31357187	ENSG00000234745	-	HLA-B
chr6	31399783	31415314	ENSG00000204520	+	MICA
chr6	31494880	31511123	ENSG00000204516	+	MICB
chr6	31530218	31542447	ENSG00000198563	-	DDX39B
chr6	31530218	31546607	ENSG00000254870	-	ATP6V1G2-DDX39B
chr6	31544443	31548426	ENSG00000213760	-	ATP6V1G2
chr6	31615226	31617020	ENSG00000204472	+	AIF1
chr6	31620714	31637770	ENSG00000204469	+	PRRC2A
chr6	31639027	31652704	ENSG00000204463	-	BAG6
chr6	31658297	31660777	ENSG00000204439	-	C6orf47
chr6	31661227	31666282	ENSG00000204438	-	GPANK1
chr6	31665226	31670073	ENSG00000204435	+	CSNK2B
chr6	31666101	31673545	ENSG00000263020	+	AL662899.2
chr6	31670166	31673775	ENSG00000240053	+	LY6G5B
chr6	31676683	31684039	ENSG00000204428	-	LY6G5C
chr6	31686954	31703355	ENSG00000204427	-	ABHD16A
chr6	31718647	31721745	ENSG00000204421	-	LY6G6C
chr6	31723343	31726713	ENSG00000204420	+	MPIG6B
chr6	31727037	31730616	ENSG00000213722	-	DDAH2
chr6	31730580	31739762	ENSG00000213719	-	CLIC1
chr6	31762995	31764850	ENSG00000228727	+	SAPCD1
chr6	31777517	31795751	ENSG00000204394	-	VARS1
chr6	31809618	31815282	ENSG00000204390	-	HSPA1L
chr6	31879758	31897683	ENSG00000204371	-	EHMT2
chr6	31927697	31952047	ENSG00000244255	+	AL645922.1
chr6	31952086	31958970	ENSG00000204356	-	NELFE
chr6	31971165	31982820	ENSG00000204344	+	STK19
chr6	31982056	32002680	ENSG00000244731	+	C4A
chr6	32014794	32035417	ENSG00000224389	+	C4B
chr6	32041152	32115333	ENSG00000168477	-	TNXB
chr6	32115263	32128252	ENSG00000213676	-	ATF6B
chr6	32194842	32224066	ENSG00000204301	-	NOTCH4
chr6	32628178	32643683	ENSG00000196735	+	HLA-DQA1
chr6	32821832	32838769	ENSG00000204267	-	TAP2
chr6	32845208	32853815	ENSG00000168394	-	TAP1
chr6	32934628	32941027	ENSG00000242574	-	HLA-DMB
chr6	32948612	32969093	ENSG00000204257	-	HLA-DMA
chr6	32968593	32981504	ENSG00000204256	+	BRD2
chr6	33204654	33206830	ENSG00000204228	+	HSD17B8
chr6	33208499	33212721	ENSG00000204227	+	RING1
chr6	33279107	33289246	ENSG00000227057	-	WDR46
chr6	33299693	33314386	ENSG00000231925	-	TAPBP
chr6	33453969	33457543	ENSG00000213588	+	ZBTB9
chr6	33572546	33580292	ENSG00000030110	-	BAK1
chr6	34018642	34155621	ENSG00000124493	-	GRM4
chr6	34757504	34773856	ENSG00000124562	+	SNRPC
chr6	34792014	34883137	ENSG00000065060	+	UHRF1BP1
chr6	34877461	34888070	ENSG00000064995	-	TAF11
chr6	35797205	35845396	ENSG00000197753	+	LHFPL5
chr6	35832965	35921341	ENSG00000096063	-	SRPK1
chr6	36354090	36387799	ENSG00000010030	-	ETV7
chr6	37433218	37482826	ENSG00000137200	+	CMTR1
chr6	37630678	37699305	ENSG00000112139	-	MDGA1
chr6	40391590	40587363	ENSG00000156564	-	LRFN2
chr6	41033626	41097786	ENSG00000124596	-	OARD1
chr6	41053201	41064890	ENSG00000124701	+	APOBEC2
chr6	41228338	41238881	ENSG00000188056	+	TREML4
chr6	41770175	41786541	ENSG00000137218	-	FRS3
chr6	42206806	42217860	ENSG00000048544	-	MRPS10
chr6	42696597	42722596	ENSG00000112619	-	PRPH2
chr6	42879615	42889924	ENSG00000146223	+	RPL7L1
chr6	42890264	42890820	ENSG00000221821	-	C6orf226
chr6	42960753	42963879	ENSG00000124713	+	GNMT
chr6	42963864	42979180	ENSG00000124587	-	PEX6
chr6	43225628	43229480	ENSG00000112667	-	DNPH1
chr6	44113450	44127451	ENSG00000180992	-	MRPL14
chr6	44126913	44155518	ENSG00000137216	+	TMEM63B
chr6	44809316	45377952	ENSG00000196284	-	SUPT3H
chr6	46220735	46491971	ENSG00000172348	-	RCAN2
chr6	47856672	48111196	ENSG00000244694	-	PTCHD4
chr6	49430359	49463252	ENSG00000146085	-	MMUT
chr6	49463369	49493106	ENSG00000031691	+	CENPQ
chr6	53929981	54266279	ENSG00000146147	+	MLIP
chr6	56056589	56394093	ENSG00000124749	-	COL21A1
chr6	57086843	57170304	ENSG00000112200	+	ZNF451
chr6	73394827	73417565	ENSG00000080007	+	DDX43
chr6	78934418	79078253	ENSG00000146247	-	PHIP
chr6	83210401	83431050	ENSG00000065833	-	ME1
chr6	89326624	89352721	ENSG00000198833	-	UBE2J1
chr6	89642497	89819793	ENSG00000112159	-	MDN1
chr6	89829893	89874435	ENSG00000118412	+	CASP8AP2
chr6	96015973	96215611	ENSG00000172461	+	FUT9
chr6	96521594	96555275	ENSG00000014123	+	UFL1
chr6	96562547	96616635	ENSG00000112214	+	FHL5
chr6	96794124	96837476	ENSG00000112218	-	GPR63
chr6	96889314	96897890	ENSG00000123545	-	NDUFAF4
chr6	100508193	100881371	ENSG00000112249	-	ASCC3
chr6	107065181	107115514	ENSG00000178409	-	BEND3
chr6	109366513	109382466	ENSG00000135535	-	CD164
chr6	109390214	109441170	ENSG00000185250	-	PPIL6
chr6	109440723	109443918	ENSG00000135587	+	SMPD2
chr6	109444061	109465967	ENSG00000135596	-	MICAL1
chr6	109690608	109878097	ENSG00000112367	+	FIG4
chr6	110424686	110476640	ENSG00000004809	-	SLC22A16
chr6	111087502	111231193	ENSG00000112394	+	SLC16A10
chr6	111299027	111483714	ENSG00000009413	-	REV3L
chr6	117560268	117602541	ENSG00000047932	-	GOPC
chr6	117675468	117710726	ENSG00000153989	+	NUS1
chr6	122996234	123072924	ENSG00000146352	+	CLVS2
chr6	125119048	125264406	ENSG00000111907	+	TPD52L1
chr6	125219961	125302077	ENSG00000111906	-	HDDC2
chr6	125747663	125761268	ENSG00000135547	+	HEY2
chr6	125781160	125932033	ENSG00000111912	+	NCOA7
chr6	125986478	126203816	ENSG00000066651	+	TRMT11
chr6	127118670	127199480	ENSG00000146374	+	RSPO3
chr6	130013698	130141448	ENSG00000198945	+	L3MBTL3
