#chr	start	end	gene_id	source	gene_name	event_id
chr11	18322294	18367044	ENSG00000110768	QTL	GTF2H1	image_Aging1
chr11	117427771	117817524	ENSG00000177103	QTL	DSCAML1	image_Aging1
chr10	116849498	116911787	ENSG00000188316	QTL	ENO4	image_Aging1
chr10	116881476	117126585	ENSG00000187164	QTL	SHTN1	image_Aging1
chr12	40692438	41072414	ENSG00000018236	QTL	CNTN1	image_Aging1
chr14	75002920	75012365	ENSG00000119718	QTL	EIF2B2	image_Aging1
chr14	75013768	75051531	ENSG00000119684	QTL	MLH3	image_Aging1
chr14	75053236	75069482	ENSG00000119640	QTL	ACYP1	image_Aging1
chr14	75064108	75119501	ENSG00000119703	QTL	ZC2HC1C	image_Aging1
chr14	75079352	75127343	ENSG00000119638	QTL	NEK9	image_Aging1
chr14	75131468	75176611	ENSG00000170348	QTL	TMED10	image_Aging1
chr16	14922801	14952059	ENSG00000183426	QTL	NPIPA1	image_Aging1
chr16	14974590	15139338	ENSG00000179889	QTL	PDXDC1	image_Aging1
chr16	15363627	15381046	ENSG00000183793	QTL	NPIPA5	image_Aging1
chr16	24610208	24827631	ENSG00000090905	QTL	TNRC6A	image_Aging1
chr16	24845840	24911627	ENSG00000158865	QTL	SLC5A11	image_Aging1
chr16	28456371	28471174	ENSG00000233232	QTL	NPIPB7	image_Aging1
chr16	28553919	28591789	ENSG00000176476	QTL	SGF29	image_Aging1
chr16	28591942	28597049	ENSG00000197165	QTL	SULT1A2	image_Aging1
chr16	28605195	28623624	ENSG00000196502	QTL	SULT1A1	image_Aging1
chr16	28688557	28735726	ENSG00000184110	QTL	EIF3C	image_Aging1
chr16	28842410	28846347	ENSG00000178952	QTL	TUFM	image_Aging1
chr16	28846599	28874211	ENSG00000178188	QTL	SH2B1	image_Aging1
chr16	28878404	28904465	ENSG00000196296	QTL	ATP2A1	image_Aging1
chr16	66720892	66751608	ENSG00000135720	QTL	DYNC1LI2	image_Aging1
chr16	67227119	67229277	ENSG00000168701	QTL	TMEM208	image_Aging1
chr17	67070443	67245988	ENSG00000198265	QTL	HELZ	image_Aging1
chr18	79069284	79378286	ENSG00000166377	QTL	ATP9B	image_Aging1
chr20	3208867	3223869	ENSG00000125877	QTL	ITPA	image_Aging1
chr20	3227416	3239558	ENSG00000088836	QTL	SLC4A11	image_Aging1
chr20	3249305	3407668	ENSG00000088854	QTL	C20orf194	image_Aging1
chr20	31664451	31723988	ENSG00000171552	QTL	BCL2L1	image_Aging1
chr20	63895125	63936030	ENSG00000101152	QTL	DNAJC5	image_Aging1
chr10	123942122	125988189	ENSG00000019995	TWAS	ZRANB1	image_Aging2
chr10	122600000	125840000	ENSG00000107902	TWAS	LHPP	image_Aging2
chr10	123748149	125840000	ENSG00000203791	TWAS	EEF1AKMT2	image_Aging2
chr10	26880000	30640000	ENSG00000095787	TWAS	WAC	image_Aging2
chr11	45380755	48440000	ENSG00000110492	TWAS	MDK	image_Aging2
chr12	115920000	118120000	ENSG00000088992	TWAS	TESC	image_Aging2
chr12	116208142	118452170	ENSG00000089250	TWAS	NOS1	image_Aging2
chr12	63560000	66160000	ENSG00000111490	TWAS	TBC1D30	image_Aging2
chr12	64050626	66160000	ENSG00000156076	TWAS	WIF1	image_Aging2
chr12	64169582	66248355	ENSG00000174106	TWAS	LEMD3	image_Aging2
chr12	63404391	66160000	ENSG00000184575	TWAS	XPOT	image_Aging2
chr12	63560000	66160000	ENSG00000288591	TWAS	AC078815.1	image_Aging2
chr12	65302492	67343643	ENSG00000127311	TWAS	HELB	image_Aging2
chr16	28360000	34000000	ENSG00000090238	TWAS	YPEL3	image_Aging2
chr16	28360000	34000000	ENSG00000102882	TWAS	MAPK3	image_Aging2
chr16	28360000	34000000	ENSG00000149932	TWAS	TMEM219	image_Aging2
chr16	28360000	34000000	ENSG00000169592	TWAS	INO80E	image_Aging2
chr16	28360000	34000000	ENSG00000174939	TWAS	ASPHD1	image_Aging2
chr16	28360000	34000000	ENSG00000185905	TWAS	C16orf54	image_Aging2
chr17	28360000	36520000	ENSG00000126858	TWAS	RHOT1	image_Aging2
chr17	28360000	36520000	ENSG00000185158	TWAS	LRRC37B	image_Aging2
chr17	57692572	59735611	ENSG00000108384	TWAS	RAD51C	image_Aging2
chr17	56800000	59517905	ENSG00000108389	TWAS	MTMR4	image_Aging2
chr1	165975581	168120000	ENSG00000143194	TWAS	MAEL	image_Aging2
chr1	200622884	202826969	ENSG00000134369	TWAS	NAV1	image_Aging2
chr1	43960000	50360000	ENSG00000117480	TWAS	FAAH	image_Aging2
chr1	46183582	50360000	ENSG00000162366	TWAS	PDZK1IP1	image_Aging2
chr1	49960744	52080000	ENSG00000123080	TWAS	CDKN2C	image_Aging2
chr1	49437028	52080000	ENSG00000185104	TWAS	FAF1	image_Aging2
chr1	64840000	68054148	ENSG00000116704	TWAS	SLC35D1	image_Aging2
chr1	7600000	10271337	ENSG00000049239	TWAS	H6PD	image_Aging2
chr21	35748626	39480000	ENSG00000159267	TWAS	HLCS	image_Aging2
chr2	159960000	162985282	ENSG00000144290	TWAS	SLC4A10	image_Aging2
chr2	46695529	48810063	ENSG00000116062	TWAS	MSH6	image_Aging2
chr4	101885048	104019719	ENSG00000164037	TWAS	SLC9B1	image_Aging2
chr6	124986478	127680000	ENSG00000066651	TWAS	TRMT11	image_Aging2
chr6	124956769	126980244	ENSG00000111911	TWAS	HINT3	image_Aging2
chr7	131123332	134640000	ENSG00000221866	TWAS	PLXNA4	image_Aging2
chr7	146080000	152840000	ENSG00000197362	TWAS	ZNF786	image_Aging2
chr7	43920000	46088969	ENSG00000136274	TWAS	NACAD	image_Aging2
chr8	9840000	12600000	ENSG00000171044	TWAS	XKR6	image_Aging2
chr8	9606349	12600000	ENSG00000183638	TWAS	RP1L1	image_Aging2
chr8	9840000	13720000	ENSG00000145002	TWAS	FAM86B2	image_Aging2
chr8	9840000	12600000	ENSG00000154319	TWAS	FAM167A	image_Aging2
chr12	115910949	118120000	ENSG00000174989	TWAS	FBXW8	image_Aging2
chr12	55316223	57960000	ENSG00000135473	TWAS	PAN2	image_Aging2
chr12	64278642	66491430	ENSG00000174099	TWAS	MSRB3	image_Aging2
chr16	25040000	34000000	ENSG00000261740	TWAS	BOLA2-SMG1P6	image_Aging2
chr16	25040000	34000000	ENSG00000169203	TWAS	NPIPB12	image_Aging2
chr16	25040000	34000000	ENSG00000183336	TWAS	BOLA2	image_Aging2
chr16	28360000	34000000	ENSG00000102879	TWAS	CORO1A	image_Aging2
chr16	28360000	34000000	ENSG00000149922	TWAS	TBX6	image_Aging2
chr16	28360000	34000000	ENSG00000149927	TWAS	DOC2A	image_Aging2
chr16	28360000	34000000	ENSG00000174938	TWAS	SEZ6L2	image_Aging2
chr16	28360000	34000000	ENSG00000174943	TWAS	KCTD13	image_Aging2
chr16	28360000	34000000	ENSG00000179918	TWAS	SEPHS2	image_Aging2
chr16	28360000	34000000	ENSG00000198064	TWAS	NPIPB13	image_Aging2
chr17	22760000	32440000	ENSG00000076382	TWAS	SPAG5	image_Aging2
chr17	28360000	32440000	ENSG00000108578	TWAS	BLMH	image_Aging2
chr17	28360000	32440000	ENSG00000108587	TWAS	GOSR1	image_Aging2
chr17	28360000	32440000	ENSG00000126653	TWAS	NSRP1	image_Aging2
chr17	28360000	32440000	ENSG00000141298	TWAS	SSH2	image_Aging2
chr17	28360000	32440000	ENSG00000176927	TWAS	EFCAB5	image_Aging2
chr17	42560000	46680000	ENSG00000006062	TWAS	MAP3K14	image_Aging2
chr17	57755853	59985179	ENSG00000175175	TWAS	PPM1E	image_Aging2
chr1	50236272	52273447	ENSG00000123091	TWAS	RNF11	image_Aging2
chr20	26400000	34320000	ENSG00000171552	TWAS	BCL2L1	image_Aging2
chr20	38920000	42196801	ENSG00000124181	TWAS	PLCG1	image_Aging2
chr2	146640000	149040000	ENSG00000121989	TWAS	ACVR2A	image_Aging2
chr2	159960000	162360000	ENSG00000136560	TWAS	TANK	image_Aging2
chr4	101501330	103617302	ENSG00000109320	TWAS	NFKB1	image_Aging2
chr4	101868973	103892807	ENSG00000145354	TWAS	CISD2	image_Aging2
chr5	147240000	154960000	ENSG00000145901	TWAS	TNIP1	image_Aging2
chr5	82280000	84582303	ENSG00000038427	TWAS	VCAN	image_Aging2
chr6	10520000	13760000	ENSG00000205269	TWAS	TMEM170B	image_Aging2
chr6	126000000	128199481	ENSG00000146374	TWAS	RSPO3	image_Aging2
chr6	125340114	127680000	ENSG00000203760	TWAS	CENPW	image_Aging2
chr7	146080000	152840000	ENSG00000197024	TWAS	ZNF398	image_Aging2
chr16	25040000	34000000	ENSG00000181625	TWAS	SLX1B	image_Aging2
chr8	9723768	12600000	ENSG00000171056	TWAS	SOX7	image_Aging2
chr1	45786986	46036121	ENSG00000086015	QTL	MAST2	image_Aging2
chr2	224765089	225042467	ENSG00000135905	QTL	DOCK10	image_Aging2
chr2	234493040	234497080	ENSG00000188042	QTL	ARL4C	image_Aging2
chr5	66596360	67169594	ENSG00000069020	QTL	MAST4	image_Aging2
chr5	83471673	83582302	ENSG00000038427	QTL	VCAN	image_Aging2
chr5	151029944	151093576	ENSG00000145901	QTL	TNIP1	image_Aging2
chr6	11537748	11583523	ENSG00000205269	QTL	TMEM170B	image_Aging2
chr6	126340114	126348874	ENSG00000203760	QTL	CENPW	image_Aging2
chr7	7636517	7718606	ENSG00000106399	QTL	RPA3	image_Aging2
chr7	22889370	23014129	ENSG00000122591	QTL	FAM126A	image_Aging2
chr7	23105757	23177913	ENSG00000122550	QTL	KLHL7	image_Aging2
chr7	23182023	23201005	ENSG00000136243	QTL	NUP42	image_Aging2
chr7	23235966	23275107	ENSG00000136235	QTL	GPNMB	image_Aging2
chr7	148590765	148615859	ENSG00000170279	QTL	C7orf33	image_Aging2
chr7	149069640	149090781	ENSG00000197362	QTL	ZNF786	image_Aging2
chr7	149102783	149126323	ENSG00000204947	QTL	ZNF425	image_Aging2
chr7	149126415	149183041	ENSG00000197024	QTL	ZNF398	image_Aging2
chr10	28532492	28623111	ENSG00000095787	QTL	WAC	image_Aging2
chr10	124617079	124791726	ENSG00000258539	QTL	AC068896.1	image_Aging2
chr10	124748148	124791886	ENSG00000203791	QTL	EEF1AKMT2	image_Aging2
chr12	33374237	33439818	ENSG00000110975	QTL	SYT10	image_Aging2
chr12	67648337	67665405	ENSG00000127334	QTL	DYRK2	image_Aging2
chr12	102012839	102062148	ENSG00000120860	QTL	WASHC3	image_Aging2
chr12	102120182	102197519	ENSG00000185480	QTL	PARPBP	image_Aging2
chr13	36168216	36214587	ENSG00000120669	QTL	SOHLH2	image_Aging2
chr13	36168793	36297841	ENSG00000250709	QTL	CCDC169-SOHLH2	image_Aging2
chr13	36222007	36297839	ENSG00000242715	QTL	CCDC169	image_Aging2
chr13	36301637	36370179	ENSG00000133104	QTL	SPART	image_Aging2
chr16	14922801	14952059	ENSG00000183426	QTL	NPIPA1	image_Aging2
chr16	29871158	29899546	ENSG00000174938	QTL	SEZ6L2	image_Aging2
chr16	29900374	29919863	ENSG00000174939	QTL	ASPHD1	image_Aging2
chr16	29905011	29926235	ENSG00000174943	QTL	KCTD13	image_Aging2
chr16	29940884	29973049	ENSG00000149932	QTL	TMEM219	image_Aging2
chr16	30104809	30113536	ENSG00000102886	QTL	GDPD3	image_Aging2
chr16	30114104	30123505	ENSG00000102882	QTL	MAPK3	image_Aging2
chr17	29614755	29622906	ENSG00000167549	QTL	CORO6	image_Aging2
chr17	29625937	29930275	ENSG00000141298	QTL	SSH2	image_Aging2
chr17	29929199	30108451	ENSG00000176927	QTL	EFCAB5	image_Aging2
chr17	30115520	30186474	ENSG00000126653	QTL	NSRP1	image_Aging2
chr17	58489528	58517904	ENSG00000108389	QTL	MTMR4	image_Aging2
chr17	58692572	58735610	ENSG00000108384	QTL	RAD51C	image_Aging2
chr17	58755853	58985178	ENSG00000175175	QTL	PPM1E	image_Aging2
chr17	58982637	59106920	ENSG00000108395	QTL	TRIM37	image_Aging2
chr20	31664451	31723988	ENSG00000171552	QTL	BCL2L1	image_Aging2
chr10	115881477	118126586	ENSG00000187164	TWAS	SHTN1	image_Aging3
chr10	117200000	122280000	ENSG00000183605	TWAS	SFXN4	image_Aging3
chr12	64050626	66160000	ENSG00000156076	TWAS	WIF1	image_Aging3
chr14	56480000	60600000	ENSG00000131966	TWAS	ACTR10	image_Aging3
chr14	56480000	60600000	ENSG00000139971	TWAS	ARMH4	image_Aging3
chr14	58080000	60600000	ENSG00000151838	TWAS	CCDC175	image_Aging3
chr16	28360000	34000000	ENSG00000102882	TWAS	MAPK3	image_Aging3
chr2	36641882	39240000	ENSG00000163171	TWAS	CDC42EP3	image_Aging3
chr2	53456316	55680000	ENSG00000115306	TWAS	SPTBN1	image_Aging3
chr2	53723498	55972025	ENSG00000214595	TWAS	EML6	image_Aging3
chr2	56907628	61040000	ENSG00000028116	TWAS	VRK2	image_Aging3
chr6	42770212	44786487	ENSG00000112715	TWAS	VEGFA	image_Aging3
chr8	9840000	12600000	ENSG00000171044	TWAS	XKR6	image_Aging3
chr8	9606349	12600000	ENSG00000183638	TWAS	RP1L1	image_Aging3
chr8	9840000	12839304	ENSG00000079459	TWAS	FDFT1	image_Aging3
chr8	9840000	13720000	ENSG00000145002	TWAS	FAM86B2	image_Aging3
chr8	9840000	12600000	ENSG00000154319	TWAS	FAM167A	image_Aging3
chr8	9840000	13720000	ENSG00000186523	TWAS	FAM86B1	image_Aging3
chr8	7160000	9893630	ENSG00000147324	TWAS	MFHAS1	image_Aging3
chr9	83600000	89320000	ENSG00000083223	TWAS	TUT7	image_Aging3
chr9	83600000	89320000	ENSG00000135070	TWAS	ISCA1	image_Aging3
chr12	64278642	66491430	ENSG00000174099	TWAS	MSRB3	image_Aging3
chr14	56480000	60600000	ENSG00000032219	TWAS	ARID4A	image_Aging3
chr14	56480000	60600000	ENSG00000100567	TWAS	PSMA3	image_Aging3
chr15	65280000	68240000	ENSG00000169032	TWAS	MAP2K1	image_Aging3
chr16	28360000	34000000	ENSG00000102886	TWAS	GDPD3	image_Aging3
chr16	28360000	34000000	ENSG00000149922	TWAS	TBX6	image_Aging3
chr16	28360000	34000000	ENSG00000149930	TWAS	TAOK2	image_Aging3
chr16	66880000	71160000	ENSG00000258429	TWAS	PDF	image_Aging3
chr1	214005774	216237090	ENSG00000082482	TWAS	KCNK2	image_Aging3
chr20	33363240	35540748	ENSG00000078747	TWAS	ITCH	image_Aging3
chr20	33844720	37080000	ENSG00000131067	TWAS	GGT7	image_Aging3
chr21	39200000	44696079	ENSG00000160208	TWAS	RRP1B	image_Aging3
chr22	42411195	45600000	ENSG00000186732	TWAS	MPPED1	image_Aging3
chr2	123880000	130720000	ENSG00000136717	TWAS	BIN1	image_Aging3
chr6	126000000	128199481	ENSG00000146374	TWAS	RSPO3	image_Aging3
chr6	125340114	127680000	ENSG00000203760	TWAS	CENPW	image_Aging3
chr6	25960000	33560000	ENSG00000234127	TWAS	TRIM26	image_Aging3
chr14	56480000	60600000	ENSG00000100578	TWAS	KIAA0586	image_Aging3
chr20	33689097	37080000	ENSG00000198646	TWAS	NCOA6	image_Aging3
chr8	9723768	12600000	ENSG00000171056	TWAS	SOX7	image_Aging3
chr1	21822243	21937309	ENSG00000142798	QTL	HSPG2	image_Aging3
chr1	22025510	22101359	ENSG00000070831	QTL	CDC42	image_Aging3
chr2	54456316	54671445	ENSG00000115306	QTL	SPTBN1	image_Aging3
chr4	69051362	69112986	ENSG00000171234	QTL	UGT2B7	image_Aging3
chr6	126340114	126348874	ENSG00000203760	QTL	CENPW	image_Aging3
chr9	86264545	86283101	ENSG00000135070	QTL	ISCA1	image_Aging3
chr9	86287732	86354453	ENSG00000083223	QTL	TUT7	image_Aging3
chr10	116849498	116911787	ENSG00000188316	QTL	ENO4	image_Aging3
chr10	116881476	117126585	ENSG00000187164	QTL	SHTN1	image_Aging3
chr12	121429095	121581022	ENSG00000089094	QTL	KDM2B	image_Aging3
chr13	109752694	109786582	ENSG00000185950	QTL	IRS2	image_Aging3
chr14	57999734	58298138	ENSG00000139971	QTL	ARMH4	image_Aging3
chr14	58244842	58272011	ENSG00000100567	QTL	PSMA3	image_Aging3
chr16	29871158	29899546	ENSG00000174938	QTL	SEZ6L2	image_Aging3
chr16	29900374	29919863	ENSG00000174939	QTL	ASPHD1	image_Aging3
chr16	29905011	29926235	ENSG00000174943	QTL	KCTD13	image_Aging3
chr16	29940884	29973049	ENSG00000149932	QTL	TMEM219	image_Aging3
chr16	30104809	30113536	ENSG00000102886	QTL	GDPD3	image_Aging3
chr16	30114104	30123505	ENSG00000102882	QTL	MAPK3	image_Aging3
chr17	42950525	42980527	ENSG00000108825	QTL	PTGES3L-AARSD1	image_Aging3
chr17	45393901	45434420	ENSG00000159314	QTL	ARHGAP27	image_Aging3
chr17	45435899	45490748	ENSG00000225190	QTL	PLEKHM1	image_Aging3
chr17	45620343	45835825	ENSG00000263715	QTL	LINC02210-CRHR1	image_Aging3
chr17	45784279	45835827	ENSG00000120088	QTL	CRHR1	image_Aging3
chr17	45844880	45847066	ENSG00000185294	QTL	SPPL2C	image_Aging3
chr17	45894526	46028333	ENSG00000186868	QTL	MAPT	image_Aging3
chr17	45999249	45999693	ENSG00000256762	QTL	STH	image_Aging3
chr17	46029915	46225388	ENSG00000120071	QTL	KANSL1	image_Aging3
chr17	46274783	46361796	ENSG00000228696	QTL	ARL17B	image_Aging3
chr17	46292732	46337793	ENSG00000176681	QTL	LRRC37A	image_Aging3
chr17	46511510	46555649	ENSG00000238083	QTL	LRRC37A2	image_Aging3
chr17	46516701	46579690	ENSG00000185829	QTL	ARL17A	image_Aging3
chr17	46590668	46757463	ENSG00000073969	QTL	NSF	image_Aging3
chr17	46923132	47049931	ENSG00000262633	QTL	AC005670.2	image_Aging3
chr20	34363240	34540747	ENSG00000078747	QTL	ITCH	image_Aging3
chr20	34546853	34560344	ENSG00000101460	QTL	MAP1LC3A	image_Aging3
chr20	34689096	34825650	ENSG00000198646	QTL	NCOA6	image_Aging3
chr20	34844719	34872855	ENSG00000131067	QTL	GGT7	image_Aging3
chr20	35002403	35092806	ENSG00000100991	QTL	TRPC4AP	image_Aging3
chr20	63895125	63936030	ENSG00000101152	QTL	DNAJC5	image_Aging3
chr22	38483437	38507659	ENSG00000100201	QTL	DDX17	image_Aging3
chr22	38578119	38656628	ENSG00000184949	QTL	FAM227A	image_Aging3
chr22	38656639	38673853	ENSG00000100211	QTL	CBY1	image_Aging3
chr22	38681956	38685420	ENSG00000100216	QTL	TOMM22	image_Aging3
chr22	38685542	38701555	ENSG00000100221	QTL	JOSD1	image_Aging3
chr22	38734724	38794142	ENSG00000100242	QTL	SUN2	image_Aging3
chr21	43529185	43659487	ENSG00000160207	QTL	HSF2BP	image_Aging3
chr21	43659559	43696078	ENSG00000160208	QTL	RRP1B	image_Aging3
chr21	43719093	43762306	ENSG00000160209	QTL	PDXK	image_Aging3
chr10	102877569	104918184	ENSG00000107960	TWAS	STN1	image_Aging4
chr16	85040000	90338345	ENSG00000141002	TWAS	TCF25	image_Aging4
chr16	85040000	90338345	ENSG00000185324	TWAS	CDK10	image_Aging4
chr16	85040000	90338345	ENSG00000258839	TWAS	MC1R	image_Aging4
chr17	28360000	32440000	ENSG00000141298	TWAS	SSH2	image_Aging4
chr17	42560000	46680000	ENSG00000136448	TWAS	NMT1	image_Aging4
chr17	42560000	46680000	ENSG00000172992	TWAS	DCAKD	image_Aging4
chr17	62240000	64920000	ENSG00000108604	TWAS	SMARCD2	image_Aging4
chr17	66200000	69280000	ENSG00000182481	TWAS	KPNA2	image_Aging4
chr18	34840000	37320000	ENSG00000141425	TWAS	RPRD1A	image_Aging4
chr18	77680000	80373285	ENSG00000166377	TWAS	ATP9B	image_Aging4
chr19	32720000	43520000	ENSG00000105668	TWAS	UPK1A	image_Aging4
chr19	32720000	43520000	ENSG00000126267	TWAS	COX6B1	image_Aging4
chr19	32720000	43520000	ENSG00000167595	TWAS	PROSER3	image_Aging4
chr19	32720000	43520000	ENSG00000272333	TWAS	KMT2B	image_Aging4
chr1	108062486	112800000	ENSG00000197780	TWAS	TAF13	image_Aging4
chr1	0	6480000	ENSG00000142609	TWAS	CFAP74	image_Aging4
chr1	201840000	206775482	ENSG00000117280	TWAS	RAB29	image_Aging4
chr1	201840000	206813748	ENSG00000133065	TWAS	SLC41A1	image_Aging4
chr1	201840000	206850132	ENSG00000162877	TWAS	PM20D1	image_Aging4
chr1	233604269	236080000	ENSG00000168264	TWAS	IRF2BP2	image_Aging4
chr2	187480000	191080000	ENSG00000115368	TWAS	WDR75	image_Aging4
chr6	144080000	146964423	ENSG00000146414	TWAS	SHPRH	image_Aging4
chr7	139719327	144360000	ENSG00000157764	TWAS	BRAF	image_Aging4
chr7	42582757	44650713	ENSG00000164543	TWAS	STK17A	image_Aging4
chr8	117120000	120245673	ENSG00000147676	TWAS	MAL2	image_Aging4
chr8	29995802	32033715	ENSG00000172733	TWAS	PURG	image_Aging4
chr8	2080000	8200000	ENSG00000091879	TWAS	ANGPT2	image_Aging4
chr10	86960000	90880000	ENSG00000204010	TWAS	IFIT1B	image_Aging4
chr17	28360000	32440000	ENSG00000126860	TWAS	EVI2A	image_Aging4
chr1	0	6480000	ENSG00000197785	TWAS	ATAD3A	image_Aging4
chr1	201840000	207117699	ENSG00000198049	TWAS	AVPR1B	image_Aging4
chr1	201840000	207003461	ENSG00000276600	TWAS	RAB7B	image_Aging4
chr1	214005774	216237090	ENSG00000082482	TWAS	KCNK2	image_Aging4
chr1	234327349	236344532	ENSG00000152904	TWAS	GGPS1	image_Aging4
chr2	25160000	28100762	ENSG00000138030	TWAS	KHK	image_Aging4
chr3	157962234	160897366	ENSG00000283154	TWAS	IQCJ-SCHIP1	image_Aging4
chr6	2760000	5080000	ENSG00000112739	TWAS	PRPF4B	image_Aging4
chr16	51436417	53547802	ENSG00000103460	TWAS	TOX3	image_Aging4
chr1	205767985	205775481	ENSG00000117280	QTL	RAB29	image_Aging4
chr1	205789093	205813747	ENSG00000133065	QTL	SLC41A1	image_Aging4
chr1	205828024	205850131	ENSG00000162877	QTL	PM20D1	image_Aging4
chr1	205913047	205943459	ENSG00000174502	QTL	SLC26A9	image_Aging4
chr1	205976739	206003460	ENSG00000276600	QTL	RAB7B	image_Aging4
chr1	206008534	206023908	ENSG00000196188	QTL	CTSE	image_Aging4
chr1	206053172	206102448	ENSG00000263961	QTL	RHEX	image_Aging4
chr1	236215100	236281957	ENSG00000086619	QTL	ERO1B	image_Aging4
chr3	158644526	158695580	ENSG00000168827	QTL	GFM1	image_Aging4
chr5	78002325	78294697	ENSG00000132842	QTL	AP3B1	image_Aging4
chr6	7726098	7881727	ENSG00000153162	QTL	BMP6	image_Aging4
chr6	7881516	7910787	ENSG00000239264	QTL	TXNDC5	image_Aging4
chr6	7881521	8064363	ENSG00000259040	QTL	BLOC1S5-TXNDC5	image_Aging4
chr6	44809316	45377952	ENSG00000196284	QTL	SUPT3H	image_Aging4
chr7	2679521	2775499	ENSG00000174945	QTL	AMZ1	image_Aging4
chr7	2728104	2844307	ENSG00000146535	QTL	GNA12	image_Aging4
chr8	119557085	119673452	ENSG00000136960	QTL	ENPP2	image_Aging4
chr11	92224817	92896472	ENSG00000165323	QTL	FAT3	image_Aging4
chr11	93144173	93197990	ENSG00000180773	QTL	SLC36A4	image_Aging4
chr10	112950246	113167677	ENSG00000148737	QTL	TCF7L2	image_Aging4
chr12	56222014	56229853	ENSG00000139579	QTL	NABP2	image_Aging4
chr12	56237806	56258383	ENSG00000139645	QTL	ANKRD52	image_Aging4
chr12	56266941	56270965	ENSG00000135469	QTL	COQ10A	image_Aging4
chr12	56271698	56300390	ENSG00000062485	QTL	CS	image_Aging4
chr12	56309841	56316118	ENSG00000257727	QTL	CNPY2	image_Aging4
chr12	56316222	56334052	ENSG00000135473	QTL	PAN2	image_Aging4
chr12	56334173	56340409	ENSG00000110944	QTL	IL23A	image_Aging4
chr12	56341596	56360141	ENSG00000170581	QTL	STAT2	image_Aging4
chr17	67825502	67984377	ENSG00000171634	QTL	BPTF	image_Aging4
chr17	68035635	68046853	ENSG00000182481	QTL	KPNA2	image_Aging4
chr18	36777646	36829215	ENSG00000134779	QTL	TPGS2	image_Aging4
chr18	36829105	37232171	ENSG00000150477	QTL	KIAA1328	image_Aging4
chr19	35648322	35658781	ENSG00000126267	QTL	COX6B1	image_Aging4
chr19	35666515	35678482	ENSG00000105668	QTL	UPK1A	image_Aging4
chr19	35704557	35717037	ENSG00000011590	QTL	ZBTB32	image_Aging4
chr19	35717972	35738877	ENSG00000272333	QTL	KMT2B	image_Aging4
chr19	35758142	35769863	ENSG00000167595	QTL	PROSER3	image_Aging4
chr19	40691513	40718206	ENSG00000123815	QTL	COQ8B	image_Aging4
chr10	102040000	104855543	ENSG00000107957	TWAS	SH3PXD2A	image_Aging5
chr10	101673731	103714397	ENSG00000138175	TWAS	ARL3	image_Aging5
chr10	101918293	104090222	ENSG00000148842	TWAS	CNNM2	image_Aging5
chr10	101743947	103834516	ENSG00000166272	TWAS	WBP1L	image_Aging5
chr10	101854258	103864961	ENSG00000166275	TWAS	BORCS7	image_Aging5
chr10	101644478	103680000	ENSG00000171206	TWAS	TRIM8	image_Aging5
chr10	101869469	103901899	ENSG00000214435	TWAS	AS3MT	image_Aging5
chr11	118960000	121230334	ENSG00000184232	TWAS	OAF	image_Aging5
chr11	119336412	121489937	ENSG00000196914	TWAS	ARHGEF12	image_Aging5
chr11	60799627	64320000	ENSG00000149485	TWAS	FADS1	image_Aging5
chr11	7840000	10400000	ENSG00000166452	TWAS	AKIP1	image_Aging5
chr11	7840000	10400000	ENSG00000175356	TWAS	SCUBE2	image_Aging5
chr12	130760000	133275309	ENSG00000198598	TWAS	MMP17	image_Aging5
chr17	42560000	46680000	ENSG00000091947	TWAS	TMEM101	image_Aging5
chr17	42560000	46680000	ENSG00000108861	TWAS	DUSP3	image_Aging5
chr17	45762506	50760000	ENSG00000108379	TWAS	WNT3	image_Aging5
chr17	46320000	50760000	ENSG00000159199	TWAS	ATP5MC1	image_Aging5
chr17	46320000	50760000	ENSG00000159202	TWAS	UBE2Z	image_Aging5
chr17	42560000	50760000	ENSG00000176681	TWAS	LRRC37A	image_Aging5
chr17	42560000	50760000	ENSG00000185829	TWAS	ARL17A	image_Aging5
chr17	42560000	47028334	ENSG00000186868	TWAS	MAPT	image_Aging5
chr17	42560000	50760000	ENSG00000228696	TWAS	ARL17B	image_Aging5
chr17	42560000	50760000	ENSG00000238083	TWAS	LRRC37A2	image_Aging5
chr17	75527356	80080000	ENSG00000161544	TWAS	CYGB	image_Aging5
chr19	35640000	43520000	ENSG00000198453	TWAS	ZNF568	image_Aging5
chr19	35510687	43520000	ENSG00000254004	TWAS	ZNF260	image_Aging5
chr19	35640000	43520000	ENSG00000105197	TWAS	TIMM50	image_Aging5
chr19	35640000	43520000	ENSG00000171747	TWAS	LGALS4	image_Aging5
chr19	35640000	43520000	ENSG00000182472	TWAS	CAPN12	image_Aging5
chr19	44680000	54480000	ENSG00000197405	TWAS	C5AR1	image_Aging5
chr1	148440000	151876708	ENSG00000143437	TWAS	ARNT	image_Aging5
chr1	201840000	206440000	ENSG00000117222	TWAS	RBBP5	image_Aging5
chr1	201840000	206440000	ENSG00000133059	TWAS	DSTYK	image_Aging5
chr1	201840000	206440000	ENSG00000133069	TWAS	TMCC2	image_Aging5
chr1	201840000	206440000	ENSG00000174529	TWAS	TMEM81	image_Aging5
chr1	201840000	206440000	ENSG00000184144	TWAS	CNTN2	image_Aging5
chr1	20520000	24080000	ENSG00000173369	TWAS	C1QB	image_Aging5
