#chr	start	end	gene_id	gene_name
chr6	29640000	33560000	ENSG00000204564	
chr6	29640000	33560000	ENSG00000137312	
chr6	29640000	33560000	ENSG00000196230	
chr6	29640000	33560000	ENSG00000196260	
chr6	29640000	33560000	ENSG00000204539	
chr6	29640000	33560000	ENSG00000213760	
chr6	29640000	33560000	ENSG00000204475	
chr6	29640000	33560000	ENSG00000204482	
chr6	29640000	33560000	ENSG00000204439	
chr6	29640000	33560000	ENSG00000204469	
chr6	29640000	33560000	ENSG00000204435	
chr6	29640000	33560000	ENSG00000204421	
chr6	29640000	33560000	ENSG00000204424	
chr6	29640000	33560000	ENSG00000255552	
chr6	29640000	33560000	ENSG00000213722	
chr6	29640000	33560000	ENSG00000204389	
chr6	29640000	33560000	ENSG00000204394	
chr6	29640000	33560000	ENSG00000166278	
chr6	29640000	33560000	ENSG00000244255	
chr6	29640000	33560000	ENSG00000204351	
chr6	29640000	33560000	ENSG00000224389	
chr6	29640000	33560000	ENSG00000231852	
chr6	29640000	33560000	ENSG00000204308	
chr6	29640000	33560000	ENSG00000258388	
chr6	29640000	33589848	ENSG00000196126	
chr6	29640000	33560000	ENSG00000198502	
chr6	29640000	33747198	ENSG00000237541	
chr6	29640000	33853816	ENSG00000168394	
chr6	29640000	33844679	ENSG00000204264	
chr6	29640000	33859851	ENSG00000240065	
chr6	29640000	34009591	ENSG00000204252	
chr6	29640000	33969094	ENSG00000204257	
chr6	29640000	34080775	ENSG00000231389	
chr6	29640000	34206831	ENSG00000204228	
chr6	29640000	34200665	ENSG00000204231	
chr6	29640000	35520000	ENSG00000204220	
chr6	29640000	34272047	ENSG00000223501	
chr6	29640000	35520000	ENSG00000235863	
chr6	29640000	35520000	ENSG00000231925	
chr6	29640000	35520000	ENSG00000237441	
chr6	29640000	35520000	ENSG00000112511	
chr6	32695349	35520000	ENSG00000137288	
chr7	98840000	103478907	ENSG00000005075	
chr7	98840000	104960000	ENSG00000105808	
chr7	98840000	104960000	ENSG00000267368	
chr7	98840000	104960000	ENSG00000285437	
chr7	122040000	125000000	ENSG00000128609	
chr7	122655865	125000000	ENSG00000170807	
chr7	123440000	125476955	ENSG00000230268	
chr7	123030921	125033067	ENSG00000234224	
chr7	127027071	129032107	ENSG00000128594	
chr7	123440000	125765792	ENSG00000170775	
chr7	124920000	128593611	ENSG00000179562	
chr7	126652193	129092593	ENSG00000197157	
chr7	127937456	130880000	ENSG00000128604	
chr7	128225022	130880000	ENSG00000158467	
chr7	22105757	24177914	ENSG00000122550	
chr7	22298738	24311729	ENSG00000156928	
chr7	22520000	25160000	ENSG00000196335	
chr7	74760000	80080000	ENSG00000146707	
chr7	74760000	80080000	ENSG00000170027	
chr7	95720000	102680000	ENSG00000166448	
chr7	98840000	102680000	ENSG00000166529	
chr7	98840000	102680000	ENSG00000166925	
chr7	98840000	102680000	ENSG00000214300	
chr7	98840000	102680000	ENSG00000172354	
chr8	21687659	25160000	ENSG00000179388	
chr8	44000000	48736306	ENSG00000164808	
chr8	47008414	49064708	ENSG00000169139	
chr8	54440000	56826445	ENSG00000137574	
chr8	54440000	58680000	ENSG00000181690	
chr8	70680000	73075584	ENSG00000104321	
chr8	71537224	75360000	ENSG00000182674	
chr8	0	2160000	ENSG00000172748	
chr8	72008859	75360000	ENSG00000147601	
chr8	72064543	75360000	ENSG00000164764	
chr8	89680000	94760000	ENSG00000147606	
chr8	93895766	96240000	ENSG00000156170	
chr8	91080000	94926068	ENSG00000164951	
chr8	96200000	98277928	ENSG00000180543	
chr9	32750678	36600000	ENSG00000010438	
chr9	33179004	36600000	ENSG00000165006	
chr9	33240000	36600000	ENSG00000213930	
chr10	99320000	103680000	ENSG00000120029	
chr10	99320000	102557321	ENSG00000166167	
chr10	102040000	104277605	ENSG00000076685	
chr10	101419188	103680000	ENSG00000107872	
chr10	101461394	103680000	ENSG00000138111	
chr10	99320000	103680000	ENSG00000198728	
chr10	103031286	105085880	ENSG00000065618	
chr10	103353832	109880000	ENSG00000120051	
chr10	103641289	109880000	ENSG00000156395	
chr10	9320000	12611754	ENSG00000148429	
chr10	130120000	133797422	ENSG00000151650	
chr10	130120000	133797422	ENSG00000171794	
chr10	90840000	93800000	ENSG00000095564	
chr10	90840000	95240000	ENSG00000152804	
chr10	92480000	97760000	ENSG00000108239	
chr10	92480000	95332823	ENSG00000138193	
chr10	97440000	102120000	ENSG00000023839	
chr10	97440000	102120000	ENSG00000119929	
chr10	97440000	102120000	ENSG00000120053	
chr10	97440000	102120000	ENSG00000196072	
chr11	106080000	108666779	ENSG00000110675	
chr11	107008897	110400000	ENSG00000166266	
chr11	106080000	108719693	ENSG00000170290	
chr11	106080000	110400000	ENSG00000179331	
chr11	107505435	110400000	ENSG00000110723	
chr11	115843402	118098437	ENSG00000160584	
chr11	0	3560000	ENSG00000130595	
chr11	0	3560000	ENSG00000180176	
chr11	2671083	6200000	ENSG00000110713	
chr11	121120000	124195248	ENSG00000166250	
chr11	0	3560000	ENSG00000174885	
chr11	0	3560000	ENSG00000177963	
chr11	0	3560000	ENSG00000185187	
chr11	0	3560000	ENSG00000099849	
chr11	0	3560000	ENSG00000161328	
chr11	45743048	48440000	ENSG00000175216	
chr11	45677080	48440000	ENSG00000175220	
chr11	45800000	48440000	ENSG00000066336	
chr11	45800000	48565569	ENSG00000149187	
chr11	45800000	48594411	ENSG00000172247	
chr11	65520000	68398410	ENSG00000172613	
chr12	11725916	14800000	ENSG00000178878	
chr12	110686052	112757107	ENSG00000111271	
chr12	110443485	112599676	ENSG00000204842	
chr12	110840000	113023449	ENSG00000089248	
chr12	110840000	113108796	ENSG00000111300	
chr12	110840000	113509918	ENSG00000179295	
chr12	119302315	124040000	ENSG00000089163	
chr12	119533479	124040000	ENSG00000022840	
chr12	119461672	124040000	ENSG00000111786	
chr12	119640551	124040000	ENSG00000157782	
chr12	120080000	124040000	ENSG00000110987	
chr12	120080000	124040000	ENSG00000130779	
chr12	120080000	124040000	ENSG00000139722	
chr12	120080000	124150015	ENSG00000090975	
chr12	120080000	124258079	ENSG00000130921	
chr12	120080000	124040000	ENSG00000150967	
chr12	120080000	124436684	ENSG00000150977	
chr12	120080000	124409353	ENSG00000183955	
chr12	120080000	124473154	ENSG00000184209	
chr12	120080000	124533719	ENSG00000188026	
chr12	120080000	125080000	ENSG00000119242	
chr12	22400000	25562544	ENSG00000134532	
chr12	45120000	52120000	ENSG00000129315	
chr12	53040000	56040000	ENSG00000111481	
chr12	87492793	90960000	ENSG00000049130	
chr12	0	1990053	ENSG00000002016	
chr13	110200000	114364328	ENSG00000169062	
chr13	39640000	41812460	ENSG00000102743	
chr13	48495664	51120000	ENSG00000136147	
chr13	70560000	75560000	ENSG00000136122	
chr14	102320000	107043718	ENSG00000170779	
chr14	0	24480000	ENSG00000092203	
chr14	0	24480000	ENSG00000100804	
chr14	0	25240000	ENSG00000254505	
chr14	0	25240000	ENSG00000254692	
chr14	61840000	67760000	ENSG00000140009	
chr14	61840000	67760000	ENSG00000070182	
chr14	61840000	67760000	ENSG00000125954	
chr14	64006174	67760000	ENSG00000125952	
chr14	64320000	68589612	ENSG00000054690	
chr14	72237496	74274640	ENSG00000100767	
chr14	71800000	74027131	ENSG00000165861	
chr14	72610944	75680000	ENSG00000205669	
chr14	71619296	73894116	ENSG00000205683	
chr14	73480000	75738620	ENSG00000119616	
chr14	73285269	75680000	ENSG00000119688	
chr14	88400000	91600000	ENSG00000100764	
chr14	90240000	92510554	ENSG00000100796	
chr15	40280000	43800000	ENSG00000062524	
chr15	40280000	43920809	ENSG00000128881	
chr15	40280000	43800000	ENSG00000166887	
chr15	40280000	43800000	ENSG00000214013	
chr15	40280000	45120000	ENSG00000140264	
chr15	48155655	51000000	ENSG00000156958	
chr15	55160000	58200000	ENSG00000151575	
chr15	53760000	58200000	ENSG00000166450	
chr15	62720000	65958691	ENSG00000166839	
chr15	77437430	82520000	ENSG00000136381	
chr15	83600985	85627796	ENSG00000176371	
chr15	83639285	85654343	ENSG00000177082	
chr15	77880000	84560000	ENSG00000197978	
chr16	0	5120000	ENSG00000162076	
chr16	0	5120000	ENSG00000103351	
chr16	0	5120000	ENSG00000126602	
chr16	25040000	34000000	ENSG00000168488	
chr16	28360000	34000000	ENSG00000099381	
chr16	0	5695859	ENSG00000168101	
chr16	48487524	50857919	ENSG00000102935	
chr16	49246136	52080000	ENSG00000121281	
chr16	49548395	52080000	ENSG00000140807	
chr16	63320000	67579137	ENSG00000089505	
chr16	63320000	67493529	ENSG00000166546	
chr16	63320000	67552544	ENSG00000166548	
chr16	63320000	71160000	ENSG00000172840	
chr16	66028983	71160000	ENSG00000067955	
chr16	66109940	71160000	ENSG00000125149	
chr16	66246914	71160000	ENSG00000135740	
chr16	66175599	71160000	ENSG00000196123	
chr16	66148104	71160000	ENSG00000237172	
chr16	66873051	71160000	ENSG00000038358	
chr16	66806764	71160000	ENSG00000102904	
chr16	66657512	71160000	ENSG00000102977	
chr16	66662945	71160000	ENSG00000124074	
chr16	66438019	71160000	ENSG00000159720	
chr16	66644987	71160000	ENSG00000159753	
chr16	66880000	71160000	ENSG00000103066	
chr16	66880000	71160000	ENSG00000103067	
chr16	66880000	71160000	ENSG00000167264	
chr16	66880000	71160000	ENSG00000205220	
chr16	66880000	75440000	ENSG00000103051	
chr16	66880000	75440000	ENSG00000189091	
chr16	66880000	75440000	ENSG00000157423	
chr16	70080000	75440000	ENSG00000166747	
chr16	70080000	75440000	ENSG00000140829	
chr16	70080000	77640000	ENSG00000103035	
chr16	70080000	75440000	ENSG00000140836	
chr16	70080000	77640000	ENSG00000050820	
chr16	74280000	77640000	ENSG00000183196	
chr16	80880000	85080000	ENSG00000103150	
chr16	85040000	90338345	ENSG00000172530	
chr16	85040000	90338345	ENSG00000158545	
chr16	85040000	90338345	ENSG00000129993	
chr16	85040000	90338345	ENSG00000167513	
chr17	0	2840000	ENSG00000108953	
chr17	0	2840000	ENSG00000167193	
chr17	0	5160000	ENSG00000070366	
chr17	0	3025334	ENSG00000185924	
chr17	0	2840000	ENSG00000167693	
chr17	15560000	26600000	ENSG00000177302	
chr17	41188799	43360000	ENSG00000167925	
chr17	41313324	43388540	ENSG00000168610	
chr17	41720000	46680000	ENSG00000108828	
chr17	41720000	46680000	ENSG00000131469	
chr17	41720000	46680000	ENSG00000267060	
chr17	42483864	46680000	ENSG00000067596	
chr17	42560000	46680000	ENSG00000108852	
chr17	42560000	46680000	ENSG00000125319	
chr17	42527844	46680000	ENSG00000175832	
chr17	41720000	46680000	ENSG00000184988	
chr17	41720000	46680000	ENSG00000236383	
chr17	42560000	46680000	ENSG00000186834	
chr17	2280000	8400000	ENSG00000141497	
chr17	58200000	60215239	ENSG00000167447	
chr17	4720000	9760000	ENSG00000175826	
chr17	4720000	9760000	ENSG00000205544	
chr17	4720000	9760000	ENSG00000262481	
chr17	4720000	9760000	ENSG00000220205	
chr17	4720000	9760000	ENSG00000263620	
chr17	74130225	76131744	ENSG00000125458	
chr17	74909574	76941056	ENSG00000188878	
chr17	76360000	80080000	ENSG00000167900	
chr18	11947132	20920000	ENSG00000085415	
chr18	0	5200000	ENSG00000101596	
chr18	43600000	46120000	ENSG00000152217	
chr18	77680000	80373285	ENSG00000060069	
chr18	77680000	80373285	ENSG00000178342	
chr19	13840000	27240000	ENSG00000099308	
chr19	13840000	27240000	ENSG00000130511	
chr19	17040000	27240000	ENSG00000105717	
chr19	17040000	27240000	ENSG00000188171	
chr19	17040000	27240000	ENSG00000182141	
chr19	17040000	27240000	ENSG00000197360	
chr19	32720000	36320000	ENSG00000153885	
chr19	0	5800000	ENSG00000008382	
chr19	0	5800000	ENSG00000141985	
chr19	55680000	58617616	ENSG00000198300	
chr19	55680000	58617616	ENSG00000105146	
chr19	55680000	58617616	ENSG00000131845	
chr19	55680000	58617616	ENSG00000256060	
chr19	55680000	58617616	ENSG00000198466	
chr19	5680000	10960000	ENSG00000167775	
chr1	108200000	112800000	ENSG00000177272	
chr1	111911847	114000000	ENSG00000155380	
chr1	112073197	114132260	ENSG00000198799	
chr1	112360000	114685923	ENSG00000081026	
chr1	113567557	115581629	ENSG00000116752	
chr1	112360000	114920000	ENSG00000116793	
chr1	113089291	115153880	ENSG00000134207	
chr1	10480000	12848079	ENSG00000011021	
chr1	10480000	13015211	ENSG00000116688	
chr1	10480000	13320000	ENSG00000120949	
chr1	146040000	149760000	ENSG00000131791	
chr1	121600000	149760000	ENSG00000270339	
chr1	148440000	151964744	ENSG00000143379	
chr1	148440000	151697154	ENSG00000143457	
chr1	148440000	152401937	ENSG00000159377	
chr1	184296388	186400000	ENSG00000116679	
chr1	184118101	186400000	ENSG00000121486	
chr1	200829148	206440000	ENSG00000198700	
chr1	19651767	24080000	ENSG00000244038	
chr1	20520000	24484568	ENSG00000088280	
chr1	20520000	24344336	ENSG00000125944	
chr1	20520000	25400000	ENSG00000011009	
chr1	224886696	226924278	ENSG00000255835	
chr1	226000000	229148984	ENSG00000143774	
chr1	226000000	229182257	ENSG00000181873	
chr1	234327349	236344532	ENSG00000152904	
chr1	26920000	30720000	ENSG00000130768	
chr1	26920000	30720000	ENSG00000180198	
chr1	38560709	40576790	ENSG00000090621	
chr1	38081315	40487177	ENSG00000127603	
chr1	43783585	47120000	ENSG00000142959	
chr1	43808481	47120000	ENSG00000222009	
chr1	76944055	78979110	ENSG00000162613	
chr1	91240000	93960000	ENSG00000067208	
chr1	92680000	94909456	ENSG00000023909	
chr1	92345906	94369493	ENSG00000117505	
chr1	92561741	94847150	ENSG00000137936	
chr1	92448117	94554661	ENSG00000137942	
chr1	9636604	12120000	ENSG00000130940	
chr20	23600000	28720000	ENSG00000100997	
chr20	33975402	37080000	ENSG00000078814	
chr20	26400000	35108308	ENSG00000125970	
chr20	33844720	37080000	ENSG00000131067	
chr20	34771973	37080000	ENSG00000025293	
chr20	34115364	37080000	ENSG00000088298	
chr20	34800000	37232799	ENSG00000088367	
chr20	34002404	37080000	ENSG00000100991	
chr20	34172071	37080000	ENSG00000101000	
chr20	34226689	37080000	ENSG00000125966	
chr20	34455163	37080000	ENSG00000126001	
chr20	34278907	37080000	ENSG00000242372	
chr20	34800000	37746090	ENSG00000101079	
chr20	34800000	37612557	ENSG00000101084	
chr20	36101226	39080000	ENSG00000101353	
chr20	36289637	39080000	ENSG00000101363	
chr20	36178409	39080000	ENSG00000118705	
chr20	36693954	39080000	ENSG00000132792	
chr20	34800000	37863538	ENSG00000149639	
chr20	36920000	41720000	ENSG00000101445	
chr20	58933763	64444167	ENSG00000196227	
chr20	59520000	64444167	ENSG00000101180	
chr20	59520000	64444167	ENSG00000101182	
chr20	59520000	64444167	ENSG00000149657	
chr20	59520000	64444167	ENSG00000171858	
chr20	59520000	64444167	ENSG00000101191	
chr20	59520000	64444167	ENSG00000101193	
chr20	59520000	64444167	ENSG00000125534	
chr20	59520000	64444167	ENSG00000026036	
chr20	59520000	64444167	ENSG00000125520	
chr20	59520000	64444167	ENSG00000197114	
chr20	59520000	64444167	ENSG00000101161	
chr20	59520000	64444167	ENSG00000130590	
chr20	59520000	64444167	ENSG00000196700	
chr21	26720000	31680000	ENSG00000156253	
chr21	26720000	31680000	ENSG00000156256	
chr22	0	18960000	ENSG00000177663	
chr22	27800000	30061844	ENSG00000100249	
chr22	27687743	29742422	ENSG00000183765	
chr22	29280000	35320000	ENSG00000241878	
chr22	31360000	37960000	ENSG00000100284	
chr22	37520000	41680000	ENSG00000221890	
chr22	37520000	42690504	ENSG00000100138	
chr22	46320000	50818468	ENSG00000073150	
chr22	46320000	50818468	ENSG00000100258	
chr22	46320000	50818468	ENSG00000284194	
chr22	46320000	50818468	ENSG00000100299	
chr2	134839626	137880000	ENSG00000076003	
chr2	134787850	137880000	ENSG00000115850	
chr2	134741733	137880000	ENSG00000144224	
chr2	16520000	20680000	ENSG00000163029	
chr2	16520000	18657018	ENSG00000163032	
chr2	208080000	211171409	ENSG00000144445	
chr2	213200000	216436073	ENSG00000115414	
chr2	213200000	216349773	ENSG00000138363	
chr2	25160000	28357034	ENSG00000115207	
chr2	26889940	29338901	ENSG00000158019	
chr2	25160000	28920000	ENSG00000198522	
chr2	26771716	28988087	ENSG00000243147	
chr2	27360000	30120000	ENSG00000163806	
chr2	27360000	30120000	ENSG00000163811	
chr2	52864069	55680000	ENSG00000068878	
chr2	52767803	55680000	ENSG00000143942	
chr2	53253178	55680000	ENSG00000178021	
chr2	53723498	55972025	ENSG00000214595	
chr3	107160000	111640000	ENSG00000114487	
chr3	126629184	128672802	ENSG00000114631	
chr3	128040000	130277773	ENSG00000181789	
chr3	137347647	141280000	ENSG00000158186	
chr3	140324212	143760000	ENSG00000177311	
chr3	158640000	161434953	ENSG00000113810	
chr3	158640000	160897360	ENSG00000151967	
chr3	169459548	171586075	ENSG00000013293	
chr3	168773395	170880000	ENSG00000085274	
chr3	167280000	170663775	ENSG00000085276	
chr3	195600000	198295559	ENSG00000114473	
chr3	195600000	198295559	ENSG00000185621	
chr3	44920000	50320000	ENSG00000160796	
chr3	44920000	50320000	ENSG00000160799	
chr3	44920000	50320000	ENSG00000114648	
chr3	46680000	50320000	ENSG00000047849	
chr3	46680000	50320000	ENSG00000114302	
chr3	46680000	50320000	ENSG00000164051	
chr3	46680000	50320000	ENSG00000178252	
chr3	46680000	50320000	ENSG00000178537	
chr3	46680000	50320000	ENSG00000232112	
chr3	46680000	50340712	ENSG00000114316	
chr3	46680000	50930173	ENSG00000164077	
chr3	46680000	50320000	ENSG00000172037	
chr3	46680000	50320000	ENSG00000172046	
chr3	46680000	50719684	ENSG00000176020	
chr3	46680000	50786542	ENSG00000176095	
chr3	46680000	50856574	ENSG00000183763	
chr3	46680000	50320000	ENSG00000185909	
chr3	46680000	51920000	ENSG00000068001	
chr3	49569151	51920000	ENSG00000114735	
chr3	49611519	51920000	ENSG00000114738	
chr3	50120000	52668667	ENSG00000164080	
chr3	49350891	51920000	ENSG00000272104	
chr3	51254434	56680000	ENSG00000164091	
chr3	51704954	56680000	ENSG00000114902	
chr3	86600000	93720000	ENSG00000179021	
chr3	100240000	102513241	ENSG00000138468	
chr3	100779201	105640000	ENSG00000144815	
chr4	0	4120000	ENSG00000063978	
chr4	0	4120000	ENSG00000123933	
chr4	16841199	19021876	ENSG00000178177	
chr4	44680000	51800000	ENSG00000163288	
chr4	44680000	51800000	ENSG00000075539	
chr4	44680000	51800000	ENSG00000109180	
chr4	44680000	51800000	ENSG00000145247	
chr4	49280000	54280000	ENSG00000163069	
chr4	5909241	9520000	ENSG00000132405	
chr4	6040000	9520000	ENSG00000173011	
chr4	8440000	12760000	ENSG00000109667	
chr4	85886472	89160000	ENSG00000285458	
chr5	0	4840000	ENSG00000171368	
chr5	131750819	135000000	ENSG00000164402	
chr5	132052012	135000000	ENSG00000170606	
chr5	138040000	140760000	ENSG00000120727	
chr5	150400000	154960000	ENSG00000145907	
chr5	150400000	154960000	ENSG00000177556	
chr5	150400000	155420984	ENSG00000164574	
chr5	150400000	157320000	ENSG00000170271	
chr5	65600000	72320000	ENSG00000145736	
chr5	78612419	80686648	ENSG00000164329	
chr5	0	4840000	ENSG00000113504	
chr5	0	4840000	ENSG00000145494	
chr5	0	4840000	ENSG00000164362	
chr6	106065182	108115515	ENSG00000178409	
chr6	127240000	131141449	ENSG00000198945	
chr6	25960000	30480000	ENSG00000112812	
chr6	25960000	30480000	ENSG00000197279	
chr6	25960000	30480000	ENSG00000137338	
chr6	25960000	30480000	ENSG00000187626	
chr6	25960000	30480000	ENSG00000197062	
chr6	25960000	30480000	ENSG00000204713	
chr6	25960000	30480000	ENSG00000232040	
chr6	29640000	33560000	ENSG00000204472	
chr6	29640000	33560000	ENSG00000263020	
chr6	29640000	33560000	ENSG00000204427	
chr6	29640000	33560000	ENSG00000250641	
chr6	29640000	33560000	ENSG00000204410	
chr6	29640000	33560000	ENSG00000255152	
chr6	29640000	33560000	ENSG00000204390	
chr6	29640000	33560000	ENSG00000204386	
chr6	29640000	33560000	ENSG00000204388	
chr6	29640000	33560000	ENSG00000204356	
chr6	29640000	33560000	ENSG00000204344	
chr6	29640000	33560000	ENSG00000204314	
chr6	29640000	33560000	ENSG00000204305	
chr6	29640000	33560000	ENSG00000204310	
chr6	29640000	33560000	ENSG00000204304	
chr6	29640000	33643684	ENSG00000196735	
chr6	29640000	33838770	ENSG00000204267	
chr6	29640000	33763532	ENSG00000232629	
chr6	29640000	33941028	ENSG00000242574	
chr6	29640000	33953122	ENSG00000248993	
chr6	29640000	33981505	ENSG00000204256	
chr6	32572547	35520000	ENSG00000030110	
chr6	40934934	43640000	ENSG00000112576	
chr6	47360000	52280000	ENSG00000031691	
chr7	98840000	103456825	ENSG00000160991	
chr7	98840000	104960000	ENSG00000168255	
chr7	122681943	125000000	ENSG00000106299	
chr7	124920000	128591700	ENSG00000004059	
chr7	127954180	130880000	ENSG00000064419	
chr7	128144706	130880000	ENSG00000158457	
chr7	128320000	131442433	ENSG00000106477	
chr7	128320000	131506465	ENSG00000106484	
chr7	128320000	131135705	ENSG00000128607	
chr7	154800000	159345973	ENSG00000105993	
chr7	22520000	25160000	ENSG00000188732	
chr7	74760000	80080000	ENSG00000146700	
chr7	74760000	80080000	ENSG00000188372	
chr7	74760000	80080000	ENSG00000243566	
chr7	74760000	80080000	ENSG00000006576	
chr7	98840000	102680000	ENSG00000106261	
chr7	98473877	102680000	ENSG00000160908	
chr7	98840000	102680000	ENSG00000166924	
chr8	100120000	103238961	ENSG00000048392	
chr8	20200000	23006585	ENSG00000130227	
chr8	20200000	22913690	ENSG00000147443	
chr8	20200000	25160000	ENSG00000158815	
chr8	20200000	22812357	ENSG00000168546	
chr8	22040000	25160000	ENSG00000147454	
chr8	30033787	33640000	ENSG00000165392	
chr8	29995802	32033715	ENSG00000172733	
chr8	44000000	48738164	ENSG00000221869	
chr8	44000000	48960178	ENSG00000253729	
chr8	54440000	56773407	ENSG00000167904	
chr8	55436674	58680000	ENSG00000181195	
chr8	89680000	94760000	ENSG00000155100	
chr8	91080000	96240000	ENSG00000156162	
chr8	93813310	96240000	ENSG00000164941	
chr8	91080000	95436952	ENSG00000265817	
chr9	0	2880000	ENSG00000172785	
chr9	108840000	111720000	ENSG00000136810	
chr9	29640000	36600000	ENSG00000107262	
chr9	32817159	36600000	ENSG00000107341	
chr9	32921693	36600000	ENSG00000137073	
chr9	33240000	36600000	ENSG00000164970	
chr9	33240000	36600000	ENSG00000164976	
chr9	33240000	36600000	ENSG00000164978	
chr9	33240000	36600000	ENSG00000137070	
chr9	33240000	36600000	ENSG00000187186	
chr9	85800000	90178818	ENSG00000148082	
chr10	102040000	104592552	ENSG00000107954	
chr10	102040000	104351144	ENSG00000156374	
chr10	94520000	100280000	ENSG00000171160	
chr11	123520000	126280000	ENSG00000120458	
chr11	0	3560000	ENSG00000182272	
chr11	45800000	48848555	ENSG00000030066	
chr11	45800000	48767443	ENSG00000109920	
chr11	45800000	48440000	ENSG00000110514	
chr12	11715057	13722369	ENSG00000111276	
chr12	110405922	112451623	ENSG00000111252	
chr12	117840000	124040000	ENSG00000111737	
chr12	120080000	124040000	ENSG00000170633	
chr12	120080000	124598582	ENSG00000086598	
chr12	53040000	56040000	ENSG00000094916	
chr13	39640000	42320000	ENSG00000120688	
chr13	39555667	41666641	ENSG00000150907	
chr14	72478484	75680000	ENSG00000187105	
chr14	91116122	93121917	ENSG00000183648	
chr14	91513780	95560000	ENSG00000100599	
chr15	40280000	43800000	ENSG00000137806	
chr15	40280000	43800000	ENSG00000137815	
chr15	40280000	43800000	ENSG00000103994	
chr15	55087280	58200000	ENSG00000181827	
chr16	0	5120000	ENSG00000103197	
chr16	0	5120000	ENSG00000103363	
chr16	25040000	34000000	ENSG00000176476	
chr16	25040000	34000000	ENSG00000177548	
chr16	25040000	34000000	ENSG00000178188	
chr16	49742049	52080000	ENSG00000083799	
chr16	63320000	67873256	ENSG00000159593	
chr16	66880000	75440000	ENSG00000090857	
chr16	66880000	71160000	ENSG00000132604	
chr16	70080000	75440000	ENSG00000180917	
chr16	70080000	75440000	ENSG00000182149	
chr16	70080000	77640000	ENSG00000186187	
chr16	80880000	85145177	ENSG00000103160	
chr17	0	5160000	ENSG00000127804	
chr17	41579513	46680000	ENSG00000141699	
chr17	42560000	50760000	ENSG00000073969	
chr17	4282264	8400000	ENSG00000029725	
chr17	4720000	9760000	ENSG00000132507	
chr18	0	2880000	ENSG00000132199	
chr18	54160000	56720000	ENSG00000196628	
chr19	13840000	27240000	ENSG00000130304	
chr19	17040000	27240000	ENSG00000105669	
chr19	17040000	27240000	ENSG00000167487	
chr19	17040000	27240000	ENSG00000129933	
chr19	17040000	27240000	ENSG00000196268	
chr1	108200000	112800000	ENSG00000162775	
chr1	108200000	112800000	ENSG00000168679	
chr1	211280000	214640000	ENSG00000143494	
chr1	20520000	24177808	ENSG00000169641	
chr1	38491635	40529869	ENSG00000183682	
chr1	42600000	47120000	ENSG00000117419	
chr1	91240000	94278730	ENSG00000122483	
chr20	33704338	35713439	ENSG00000078804	
chr20	33689097	37080000	ENSG00000198646	
chr20	59520000	64444167	ENSG00000125510	
chr22	26360000	29360000	ENSG00000169184	
chr22	29280000	32120069	ENSG00000198832	
chr22	46320000	50818468	ENSG00000128159	
chr3	132400000	134662380	ENSG00000163781	
chr3	137652698	141280000	ENSG00000051382	
chr3	44920000	50320000	ENSG00000181555	
chr3	46680000	50320000	ENSG00000068745	
chr3	46680000	50320000	ENSG00000164050	
chr3	86600000	93720000	ENSG00000175105	
chr3	86600000	93720000	ENSG00000283434	
chr4	101501330	103617302	ENSG00000109320	
chr4	101630770	103760992	ENSG00000109323	
chr4	101794383	103868896	ENSG00000109332	
chr4	118440000	124320000	ENSG00000123737	
chr4	37560000	40640000	ENSG00000174125	
chr5	138040000	140760000	ENSG00000015479	
chr5	138040000	140760000	ENSG00000280987	
chr5	69600000	72567820	ENSG00000145734	
chr5	65600000	71320000	ENSG00000183474	
chr5	0	4840000	ENSG00000171421	
chr6	141720000	144450695	ENSG00000189007	
chr6	29571392	33560000	ENSG00000204574	
chr6	29640000	33560000	ENSG00000204536	
chr6	29640000	33560000	ENSG00000204560	
chr7	98840000	103426676	ENSG00000128563	
chr7	74760000	80080000	ENSG00000177679	
chr7	98840000	102680000	ENSG00000188186	
chr7	98840000	102680000	ENSG00000221838	
chr8	20200000	25160000	ENSG00000158863	
chr8	72080000	75360000	ENSG00000147604	
chr9	29640000	36600000	ENSG00000086065	
chr9	92576583	95240000	ENSG00000197724	
chr1	1280435	1292028	ENSG00000162572	SCNN1D
chr1	11806095	11848078	ENSG00000011021	CLCN6
chr1	20633457	20651510	ENSG00000158828	PINK1
chr1	23191894	23194728	ENSG00000179546	HTR1D
chr1	23303770	23344335	ENSG00000125944	HNRNPR
chr1	27891523	27914745	ENSG00000117748	RPA2
chr1	39491635	39529868	ENSG00000183682	BMP8A
chr1	40691688	40771602	ENSG00000066136	NFYC
chr1	44775250	44778778	ENSG00000142937	RPS8
chr1	44783584	44788169	ENSG00000142959	BEST4
chr1	44808481	44814128	ENSG00000222009	BTBD19
chr1	44850521	44986721	ENSG00000070785	EIF2B3
chr1	77944054	77979109	ENSG00000162613	FUBP1
chr1	93079234	93139078	ENSG00000143033	MTF2
chr1	110210313	110283099	ENSG00000116396	KCNC4
chr1	113894193	113905200	ENSG00000134262	AP4B1
chr1	151399572	151401936	ENSG00000159377	PSMB4
chr1	151402723	151459493	ENSG00000143442	POGZ
chr1	161039250	161045976	ENSG00000158773	USF1
chr1	185157079	185291780	ENSG00000116668	SWT1
chr1	185296387	185317272	ENSG00000116679	IVNS1ABP
chr1	226548763	226609229	ENSG00000203685	STUM
chr2	28751639	28802939	ENSG00000213639	PPP1CB
